0,-2.4502503932638016
1,0.0
55,13.043932419180875
8,9.14349649402087
2,0.0
61,31.010642528894316
14,5.200853087857015
3,0.0
71,nan
9,-7.252630287576394
17,12.475273453905253
23,7.320934861531297
56,21.41566217943018
29,nan
30,8.496624933127872
63,40.80760207021036
4,0.0
72,52.05451663167739
10,-5.263869008921183
18,26.51016472847813
22,44.70677715300103
57,17.791308508626997
58,20.35410295954127
59,23.70514435724226
31,36.56033381923271
70,43.86647373536116
7,3.5669415865413614e-11
12,-9.672182991966645
28,18.136902945380086
25,26.657650566491608
27,16.399075592360077
60,15.557870505890628
32,-4.661501056721359
5,-8.917353966353404e-12
73,11.703214876004978
13,17.20287561433504
16,25.315033499581062
62,-2.049777790313102
69,-2.504640266702542
11,-1.7834707932706807e-11
15,25.479071330208406
26,23.64459414451008
6,-8.917353966353404e-12
19,6.329229361370765
20,-21.74703769496448
21,-18.230480098079443
24,24.885259336765618
33,5.913000452240588
64,33.74049527991379
65,11.291712402962682
66,-10.884963555056183
67,-18.025208221821533
68,-5.3529686155877085
74,-3.5669415865413614e-11
75,4.44506450330768
76,0.0
77,12.372122144170174
78,0.0
79,-10.940132838689495
80,28.481770905370873
81,10.408777538391051
87,15.072105361799352
88,57.00158738469478
257,2.76555217420902
528,39.688212953569646
284,-10.884963555056183
412,40.44579846455734
165,-3.0279853572978936
179,-18.63847859814613
445,33.99509080627466
457,15.549435730300047
458,-9.246303914311206
459,8.45034243962256
90,81.09586877416945
91,11.291712402962682
233,2.938556017557392
363,-21.747037694964476
117,5.913000452276259
246,20.71741032520302
504,35.26120563626003
505,27.20589428966041
506,4.594598029531495
507,13.698188400158935
508,30.293766005669337
509,12.221635070234242
510,36.485419032931674
515,nan
259,0.03314426384550728
516,72.11350923332321
517,31.888991740210813
134,20.23264088158409
518,71.96092354580924
519,34.955748103271965
520,10.566529156279998
522,nan
523,40.68487146226866
141,17.791308508626997
255,27.817460859372137
145,49.43766786125466
533,21.55105134963694
413,56.801195544341695
159,44.3741064088531
164,50.88470409958263
169,65.59372344384983
427,22.46958878815685
428,44.402367838207084
429,39.6816210389918
432,50.940111431837394
442,66.08946333056572
191,25.01793242819757
195,42.7642807749105
196,27.12517487781502
204,54.84442600840145
205,nan
465,nan
210,24.417011777456302
211,53.05509267369092
467,81.25554888827608
468,30.19607709537007
