,Reactions,Reactants_canonical,Products_canonical,counts,reactant_smiles_am,product_smiles_am
10,[C:1](=[C:2](\[C:3](=[O:4])[O:5][C@:6]([H:10])([H:11])[H:12])[H:9])(\[H:7])[H:8].[N:13]([H:14])([H:15])[H:16]>>[C@:1](/[C:2](=[C:3](\[O:4][H:14])[O:5][C@:6]([H:10])([H:11])[H:12])[H:9])([H:7])([H:8])[N:13]([H:15])[H:16],C=CC(=O)OC.N,CO/C(O)=C/CN,3.0,[C:1](=[C:2](\[C:3](=[O:4])[O:5][C@:6]([H:10])([H:11])[H:12])[H:9])(\[H:7])[H:8].[N:13]([H:14])([H:15])[H:16],[C@:1](/[C:2](=[C:3](\[O:4][H:14])[O:5][C@:6]([H:10])([H:11])[H:12])[H:9])([H:7])([H:8])[N:13]([H:15])[H:16]
11,[C:1](=[C:2](\[C:3](=[O:4])[O:5][C@:6]([H:10])([H:11])[H:12])[H:9])(\[H:7])[H:8].[N:13]([H:14])([H:15])[H:16]>>[C@@:1](/[C:2](=[C:3](\[O:4][H:15])[O:5][C@:6]([H:10])([H:11])[H:12])[H:9])([H:7])([H:8])[N:13]([H:14])[H:16],C=CC(=O)OC.N,CO/C(O)=C/CN,2.0,[C:1](=[C:2](\[C:3](=[O:4])[O:5][C@:6]([H:10])([H:11])[H:12])[H:9])(\[H:7])[H:8].[N:13]([H:14])([H:15])[H:16],[C@@:1](/[C:2](=[C:3](\[O:4][H:15])[O:5][C@:6]([H:10])([H:11])[H:12])[H:9])([H:7])([H:8])[N:13]([H:14])[H:16]
12,[C:1](=[C:2](\[C:3](=[O:4])[O:5][C@:6]([H:10])([H:11])[H:12])[H:9])(\[H:7])[H:8].[N:13]([H:14])([H:15])[H:16]>>[C:1](=[C:2](\[C@@:3]([O:4][H:16])([O:5][C@:6]([H:10])([H:11])[H:12])[N:13]([H:14])[H:15])[H:9])(\[H:7])[H:8],C=CC(=O)OC.N,C=C[C@@](N)(O)OC,2.0,[C:1](=[C:2](\[C:3](=[O:4])[O:5][C@:6]([H:10])([H:11])[H:12])[H:9])(\[H:7])[H:8].[N:13]([H:14])([H:15])[H:16],[C:1](=[C:2](\[C@@:3]([O:4][H:16])([O:5][C@:6]([H:10])([H:11])[H:12])[N:13]([H:14])[H:15])[H:9])(\[H:7])[H:8]
13,[C:1](=[C:2](\[C:3](=[O:4])[O:5][C@:6]([H:10])([H:11])[H:12])[H:9])(\[H:7])[H:8].[N:13]([H:14])([H:15])[H:16]>>[C@:1]([C:2](=[C:3]=[O:4])[H:9])([H:7])([H:8])[H:12].[N:13]([H:14])([H:15])[H:16].[O:5]=[C:6]([H:10])[H:11],C=CC(=O)OC.N,C=O.CC=C=O.N,1.0,[C:1](=[C:2](\[C:3](=[O:4])[O:5][C@:6]([H:10])([H:11])[H:12])[H:9])(\[H:7])[H:8].[N:13]([H:14])([H:15])[H:16],[C@:1]([C:2](=[C:3]=[O:4])[H:9])([H:7])([H:8])[H:12].[N:13]([H:14])([H:15])[H:16].[O:5]=[C:6]([H:10])[H:11]
14,[C:1](=[C:2](\[C:3](=[O:4])[O:5][C@:6]([H:10])([H:11])[H:12])[H:9])(\[H:7])[H:8].[N:13]([H:14])([H:15])[H:16]>>[C@@:1]([C:2](=[C:3]=[O:4])[H:9])([H:7])([H:8])[H:12].[N:13]([H:14])([H:15])[H:16].[O:5]=[C:6]([H:10])[H:11],C=CC(=O)OC.N,C=O.CC=C=O.N,1.0,[C:1](=[C:2](\[C:3](=[O:4])[O:5][C@:6]([H:10])([H:11])[H:12])[H:9])(\[H:7])[H:8].[N:13]([H:14])([H:15])[H:16],[C@@:1]([C:2](=[C:3]=[O:4])[H:9])([H:7])([H:8])[H:12].[N:13]([H:14])([H:15])[H:16].[O:5]=[C:6]([H:10])[H:11]
15,[C:1](=[C:2](\[C:3](=[O:4])[O:5][C@:6]([H:10])([H:11])[H:12])[H:9])(\[H:7])[H:8].[N:13]([H:14])([H:15])[H:16]>>[C@:1]([C:2](=[C:3]=[O:4])[H:9])([H:7])([H:8])[N:13]([H:15])[H:16].[O:5]([C@:6]([H:10])([H:11])[H:12])[H:14],C=CC(=O)OC.N,CO.NCC=C=O,1.0,[C:1](=[C:2](\[C:3](=[O:4])[O:5][C@:6]([H:10])([H:11])[H:12])[H:9])(\[H:7])[H:8].[N:13]([H:14])([H:15])[H:16],[C@:1]([C:2](=[C:3]=[O:4])[H:9])([H:7])([H:8])[N:13]([H:15])[H:16].[O:5]([C@:6]([H:10])([H:11])[H:12])[H:14]
16,[C:1](=[C:2](\[C:3](=[O:4])[O:5][C@:6]([H:10])([H:11])[H:12])[H:9])(\[H:7])[H:8].[N:13]([H:14])([H:15])[H:16]>>[C@@:1]([C:2](=[C:3]=[O:4])[H:9])([H:7])([H:8])[N:13]([H:14])[H:15].[O:5]([C@:6]([H:10])([H:11])[H:12])[H:16],C=CC(=O)OC.N,CO.NCC=C=O,1.0,[C:1](=[C:2](\[C:3](=[O:4])[O:5][C@:6]([H:10])([H:11])[H:12])[H:9])(\[H:7])[H:8].[N:13]([H:14])([H:15])[H:16],[C@@:1]([C:2](=[C:3]=[O:4])[H:9])([H:7])([H:8])[N:13]([H:14])[H:15].[O:5]([C@:6]([H:10])([H:11])[H:12])[H:16]
17,[C:1](=[C:2](\[C:3](=[O:4])[O:5][C@:6]([H:10])([H:11])[H:12])[H:9])(\[H:7])[H:8].[N:13]([H:14])([H:15])[H:16]>>[C@:1]([C:2](=[C:3]=[O:4])[H:9])([H:7])([H:8])[N:13]([H:14])[H:16].[O:5]([C@:6]([H:10])([H:11])[H:12])[H:15],C=CC(=O)OC.N,CO.NCC=C=O,1.0,[C:1](=[C:2](\[C:3](=[O:4])[O:5][C@:6]([H:10])([H:11])[H:12])[H:9])(\[H:7])[H:8].[N:13]([H:14])([H:15])[H:16],[C@:1]([C:2](=[C:3]=[O:4])[H:9])([H:7])([H:8])[N:13]([H:14])[H:16].[O:5]([C@:6]([H:10])([H:11])[H:12])[H:15]
18,[C:1](=[C:2](/[C:3](=[O:4])[O:5][C@:6]([H:10])([H:11])[H:12])[H:9])(\[H:7])[H:8].[N:13]([H:14])([H:15])[H:16]>>[C@:1](/[C:2](=[C:3](/[O-:4])[O:5][C@:6]([H:10])([H:11])[H:12])[H:9])([H:7])([H:8])[N@@+:13]([H:14])([H:15])[H:16],C=CC(=O)OC.N,CO/C([O-])=C\C[NH3+],1.0,[C:1](=[C:2](/[C:3](=[O:4])[O:5][C@:6]([H:10])([H:11])[H:12])[H:9])(\[H:7])[H:8].[N:13]([H:14])([H:15])[H:16],[C@:1](/[C:2](=[C:3](/[O-:4])[O:5][C@:6]([H:10])([H:11])[H:12])[H:9])([H:7])([H:8])[N@@+:13]([H:14])([H:15])[H:16]
19,[C:1](=[C:2](\[C:3](=[O:4])[O:5][C@:6]([H:10])([H:11])[H:12])[H:9])(\[H:7])[H:8].[N:13]([H:14])([H:15])[H:16]>>[C@:1](/[C:2](=[C:3](\[O:4][H:16])[O:5][C@:6]([H:10])([H:11])[H:12])[H:9])([H:7])([H:8])[N:13]([H:14])[H:15],C=CC(=O)OC.N,CO/C(O)=C/CN,1.0,[C:1](=[C:2](\[C:3](=[O:4])[O:5][C@:6]([H:10])([H:11])[H:12])[H:9])(\[H:7])[H:8].[N:13]([H:14])([H:15])[H:16],[C@:1](/[C:2](=[C:3](\[O:4][H:16])[O:5][C@:6]([H:10])([H:11])[H:12])[H:9])([H:7])([H:8])[N:13]([H:14])[H:15]
20,[C:1](=[C:2](/[C:3](=[O:4])[O:5][C@:6]([H:10])([H:11])[H:12])[H:9])(\[H:7])[H:8].[N:13]([H:14])([H:15])[H:16]>>[C@:1](/[C:2](=[C:3]([O-:4])\[O+:5]=[C:6](\[H:11])[H:12])[H:9])([H:7])([H:8])[H:10].[N:13]([H:14])([H:15])[H:16],C=CC(=O)OC.N,C=[O+]/C([O-])=C\C.N,1.0,[C:1](=[C:2](/[C:3](=[O:4])[O:5][C@:6]([H:10])([H:11])[H:12])[H:9])(\[H:7])[H:8].[N:13]([H:14])([H:15])[H:16],[C@:1](/[C:2](=[C:3]([O-:4])\[O+:5]=[C:6](\[H:11])[H:12])[H:9])([H:7])([H:8])[H:10].[N:13]([H:14])([H:15])[H:16]
21,[C:1](=[C:2](\[C:3](=[O:4])[O:5][C@:6]([H:10])([H:11])[H:12])[H:9])(\[H:7])[H:8].[N:13]([H:14])([H:15])[H:16]>>[C:1](=[C:2](\[C@@:3]([O:4][H:15])([O:5][C@:6]([H:10])([H:11])[H:12])[N:13]([H:14])[H:16])[H:9])(\[H:7])[H:8],C=CC(=O)OC.N,C=C[C@@](N)(O)OC,1.0,[C:1](=[C:2](\[C:3](=[O:4])[O:5][C@:6]([H:10])([H:11])[H:12])[H:9])(\[H:7])[H:8].[N:13]([H:14])([H:15])[H:16],[C:1](=[C:2](\[C@@:3]([O:4][H:15])([O:5][C@:6]([H:10])([H:11])[H:12])[N:13]([H:14])[H:16])[H:9])(\[H:7])[H:8]
22,[C:1](=[C:2](\[C:3](=[O:4])[O:5][C@:6]([H:10])([H:11])[H:12])[H:9])(\[H:7])[H:8].[N:13]([H:14])([H:15])[H:16]>>[C:1](=[C:2](\[C@:3]([O:4][H:14])([O:5][C@:6]([H:10])([H:11])[H:12])[N:13]([H:15])[H:16])[H:9])(\[H:7])[H:8],C=CC(=O)OC.N,C=C[C@](N)(O)OC,1.0,[C:1](=[C:2](\[C:3](=[O:4])[O:5][C@:6]([H:10])([H:11])[H:12])[H:9])(\[H:7])[H:8].[N:13]([H:14])([H:15])[H:16],[C:1](=[C:2](\[C@:3]([O:4][H:14])([O:5][C@:6]([H:10])([H:11])[H:12])[N:13]([H:15])[H:16])[H:9])(\[H:7])[H:8]
23,[C:1](=[C:2](\[C:3](=[O:4])[O:5][C@:6]([H:10])([H:11])[H:12])[H:9])(\[H:7])[H:8].[N:13]([H:14])([H:15])[H:16]>>[C:1](=[C:2](\[C:3](=[O:4])[N:13]([H:15])[H:16])[H:9])(\[H:7])[H:8].[O:5]([C@:6]([H:10])([H:11])[H:12])[H:14],C=CC(=O)OC.N,C=CC(N)=O.CO,1.0,[C:1](=[C:2](\[C:3](=[O:4])[O:5][C@:6]([H:10])([H:11])[H:12])[H:9])(\[H:7])[H:8].[N:13]([H:14])([H:15])[H:16],[C:1](=[C:2](\[C:3](=[O:4])[N:13]([H:15])[H:16])[H:9])(\[H:7])[H:8].[O:5]([C@:6]([H:10])([H:11])[H:12])[H:14]
24,[C:1](=[C:2](/[C:3](=[O:4])[O:5][C@:6]([H:10])([H:11])[H:12])[H:9])(\[H:7])[H:8].[N:13]([H:14])([H:15])[H:16]>>[C@@:1](/[C:2](=[C:3](/[O-:4])[O:5][C@:6]([H:10])([H:11])[H:12])[H:9])([H:7])([H:8])[N@@+:13]([H:14])([H:15])[H:16],C=CC(=O)OC.N,CO/C([O-])=C\C[NH3+],1.0,[C:1](=[C:2](/[C:3](=[O:4])[O:5][C@:6]([H:10])([H:11])[H:12])[H:9])(\[H:7])[H:8].[N:13]([H:14])([H:15])[H:16],[C@@:1](/[C:2](=[C:3](/[O-:4])[O:5][C@:6]([H:10])([H:11])[H:12])[H:9])([H:7])([H:8])[N@@+:13]([H:14])([H:15])[H:16]
25,[C:1](=[C:2](/[C:3](=[O:4])[O:5][C@:6]([H:10])([H:11])[H:12])[H:9])(\[H:7])[H:8].[N:13]([H:14])([H:15])[H:16]>>[C@:1]([C@:2]1([H:9])[C:3](=[O:4])[O:5][C@:6]1([H:11])[H:12])([H:7])([H:8])[H:10].[N:13]([H:14])([H:15])[H:16],C=CC(=O)OC.N,C[C@H]1COC1=O.N,1.0,[C:1](=[C:2](/[C:3](=[O:4])[O:5][C@:6]([H:10])([H:11])[H:12])[H:9])(\[H:7])[H:8].[N:13]([H:14])([H:15])[H:16],[C@:1]([C@:2]1([H:9])[C:3](=[O:4])[O:5][C@:6]1([H:11])[H:12])([H:7])([H:8])[H:10].[N:13]([H:14])([H:15])[H:16]
26,[C:1](=[C:2](/[C:3](=[O:4])[O:5][C@:6]([H:10])([H:11])[H:12])[H:9])(\[H:7])[H:8].[N:13]([H:14])([H:15])[H:16]>>[C@:1]([C:2](=[C:3]=[O:4])[H:9])([H:7])([H:8])[H:12].[N:13]([H:14])([H:15])[H:16].[O:5]=[C:6]([H:10])[H:11],C=CC(=O)OC.N,C=O.CC=C=O.N,1.0,[C:1](=[C:2](/[C:3](=[O:4])[O:5][C@:6]([H:10])([H:11])[H:12])[H:9])(\[H:7])[H:8].[N:13]([H:14])([H:15])[H:16],[C@:1]([C:2](=[C:3]=[O:4])[H:9])([H:7])([H:8])[H:12].[N:13]([H:14])([H:15])[H:16].[O:5]=[C:6]([H:10])[H:11]
27,[C:1](=[C:2](/[C:3](=[O:4])[O:5][C@:6]([H:10])([H:11])[H:12])[H:9])(\[H:7])[H:8].[N:13]([H:14])([H:15])[H:16]>>[C@:1]([C:2](=[C:3]=[O:4])[H:9])([H:7])([H:8])[H:10].[N:13]([H:14])([H:15])[H:16].[O:5]=[C:6]([H:11])[H:12],C=CC(=O)OC.N,C=O.CC=C=O.N,1.0,[C:1](=[C:2](/[C:3](=[O:4])[O:5][C@:6]([H:10])([H:11])[H:12])[H:9])(\[H:7])[H:8].[N:13]([H:14])([H:15])[H:16],[C@:1]([C:2](=[C:3]=[O:4])[H:9])([H:7])([H:8])[H:10].[N:13]([H:14])([H:15])[H:16].[O:5]=[C:6]([H:11])[H:12]
28,[C:1](=[C:2](\[C:3](=[O:4])[O:5][C@:6]([H:10])([H:11])[H:12])[H:9])(\[H:7])[H:8].[N:13]([H:14])([H:15])[H:16]>>[C@@:1]([C@@:2]1([H:9])[C:3](=[O:4])[O:5][C@:6]1([H:11])[H:12])([H:7])([H:8])[H:10].[N:13]([H:14])([H:15])[H:16],C=CC(=O)OC.N,C[C@@H]1COC1=O.N,1.0,[C:1](=[C:2](\[C:3](=[O:4])[O:5][C@:6]([H:10])([H:11])[H:12])[H:9])(\[H:7])[H:8].[N:13]([H:14])([H:15])[H:16],[C@@:1]([C@@:2]1([H:9])[C:3](=[O:4])[O:5][C@:6]1([H:11])[H:12])([H:7])([H:8])[H:10].[N:13]([H:14])([H:15])[H:16]
29,[C:1](=[C:2](/[C:3](=[O:4])[O:5][C@:6]([H:10])([H:11])[H:12])[H:9])(\[H:7])[H:8].[N:13]([H:14])([H:15])[H:16]>>[C:1](=[C:2](\[C:3](=[O:4])[O:5][C@:6]([H:10])([H:11])[H:12])[H:9])(\[H:7])[H:8].[N:13]([H:14])([H:15])[H:16],C=CC(=O)OC.N,C=CC(=O)OC.N,0.0,[C:1](=[C:2](/[C:3](=[O:4])[O:5][C@:6]([H:10])([H:11])[H:12])[H:9])(\[H:7])[H:8].[N:13]([H:14])([H:15])[H:16],[C:1](=[C:2](\[C:3](=[O:4])[O:5][C@:6]([H:10])([H:11])[H:12])[H:9])(\[H:7])[H:8].[N:13]([H:14])([H:15])[H:16]
