,Reactions,Reactants_canonical,Products_canonical,counts,reactant_smiles_am,product_smiles_am
10,[C:13](=[O:14])([H:15])[H:16].[C:1](=[C:2](\[C:3](=[O:4])[O:5][C@:6]([H:10])([H:11])[H:12])[H:9])(\[H:7])[H:8]>>[C@:1]1([H:7])([H:8])[C@:2]([C:3](=[O:4])[O:5][C@:6]([H:10])([H:11])[H:12])([H:9])[O:14][C@@:13]1([H:15])[H:16],C=CC(=O)OC.C=O,COC(=O)[C@@H]1CCO1,2,[C:13](=[O:14])([H:15])[H:16].[C:1](=[C:2](\[C:3](=[O:4])[O:5][C@:6]([H:10])([H:11])[H:12])[H:9])(\[H:7])[H:8],[C@:1]1([H:7])([H:8])[C@:2]([C:3](=[O:4])[O:5][C@:6]([H:10])([H:11])[H:12])([H:9])[O:14][C@@:13]1([H:15])[H:16]
11,[C:13](=[O:14])([H:15])[H:16].[C:1](=[C:2](\[C:3](=[O:4])[O:5][C@:6]([H:10])([H:11])[H:12])[H:9])(\[H:7])[H:8]>>[C@@:1]1([H:7])([H:8])[C@:2]2([H:9])[C@@:3]([O:5][C@:6]([H:10])([H:11])[H:12])([O:4]2)[O:14][C@:13]1([H:15])[H:16],C=CC(=O)OC.C=O,CO[C@]12OCC[C@H]1O2,2,[C:13](=[O:14])([H:15])[H:16].[C:1](=[C:2](\[C:3](=[O:4])[O:5][C@:6]([H:10])([H:11])[H:12])[H:9])(\[H:7])[H:8],[C@@:1]1([H:7])([H:8])[C@:2]2([H:9])[C@@:3]([O:5][C@:6]([H:10])([H:11])[H:12])([O:4]2)[O:14][C@:13]1([H:15])[H:16]
12,[C:13](=[O:14])([H:15])[H:16].[C:1](=[C:2](\[C:3](=[O:4])[O:5][C@:6]([H:10])([H:11])[H:12])[H:9])(\[H:7])[H:8]>>[C@:1]([C@@:2]1([H:9])[C:3](=[O:4])[O:5][C@:6]([H:11])([H:12])[O:14][C@@:13]1([H:15])[H:16])([H:7])([H:8])[H:10],C=CC(=O)OC.C=O,C[C@@H]1COCOC1=O,1,[C:13](=[O:14])([H:15])[H:16].[C:1](=[C:2](\[C:3](=[O:4])[O:5][C@:6]([H:10])([H:11])[H:12])[H:9])(\[H:7])[H:8],[C@:1]([C@@:2]1([H:9])[C:3](=[O:4])[O:5][C@:6]([H:11])([H:12])[O:14][C@@:13]1([H:15])[H:16])([H:7])([H:8])[H:10]
13,[C:13](=[O:14])([H:15])[H:16].[C:1](=[C:2](\[C:3](=[O:4])[O:5][C@:6]([H:10])([H:11])[H:12])[H:9])(\[H:7])[H:8]>>[C@@:1]([C@:2]1([H:9])[C:3](=[O:4])[O:5][C@:6]([H:11])([H:12])[O:14][C@@:13]1([H:15])[H:16])([H:7])([H:8])[H:10],C=CC(=O)OC.C=O,C[C@H]1COCOC1=O,1,[C:13](=[O:14])([H:15])[H:16].[C:1](=[C:2](\[C:3](=[O:4])[O:5][C@:6]([H:10])([H:11])[H:12])[H:9])(\[H:7])[H:8],[C@@:1]([C@:2]1([H:9])[C:3](=[O:4])[O:5][C@:6]([H:11])([H:12])[O:14][C@@:13]1([H:15])[H:16])([H:7])([H:8])[H:10]
14,[C:13](=[O:14])([H:15])[H:16].[C:1](=[C:2](\[C:3](=[O:4])[O:5][C@:6]([H:10])([H:11])[H:12])[H:9])(\[H:7])[H:8]>>[C@:1]1([H:7])([H:8])[C:2]([H:9])=[C:3]([O:5][C@:6]([H:10])([H:11])[H:12])[O:4][O:14][C@@:13]1([H:15])[H:16],C=CC(=O)OC.C=O,COC1=CCCOO1,1,[C:13](=[O:14])([H:15])[H:16].[C:1](=[C:2](\[C:3](=[O:4])[O:5][C@:6]([H:10])([H:11])[H:12])[H:9])(\[H:7])[H:8],[C@:1]1([H:7])([H:8])[C:2]([H:9])=[C:3]([O:5][C@:6]([H:10])([H:11])[H:12])[O:4][O:14][C@@:13]1([H:15])[H:16]
15,[C:13](=[O:14])([H:15])[H:16].[C:1](=[C:2](\[C:3](=[O:4])[O:5][C@:6]([H:10])([H:11])[H:12])[H:9])(\[H:7])[H:8]>>[C@:1]1([H:7])([H:8])[C@@:2]([C:3](=[O:4])[O:5][C@:6]([H:10])([H:11])[H:12])([H:9])[O:14][C@@:13]1([H:15])[H:16],C=CC(=O)OC.C=O,COC(=O)[C@H]1CCO1,1,[C:13](=[O:14])([H:15])[H:16].[C:1](=[C:2](\[C:3](=[O:4])[O:5][C@:6]([H:10])([H:11])[H:12])[H:9])(\[H:7])[H:8],[C@:1]1([H:7])([H:8])[C@@:2]([C:3](=[O:4])[O:5][C@:6]([H:10])([H:11])[H:12])([H:9])[O:14][C@@:13]1([H:15])[H:16]
16,[C:13](=[O:14])([H:15])[H:16].[C:1](=[C:2](\[C:3](=[O:4])[O:5][C@:6]([H:10])([H:11])[H:12])[H:9])(\[H:7])[H:8]>>[C@:1]1([H:7])([H:8])[C@@:2]([H:9])([H:12])[C:3](=[O:4])[O:14][C@:13]1([H:15])[H:16].[O:5]=[C:6]([H:10])[H:11],C=CC(=O)OC.C=O,C=O.O=C1CCCO1,1,[C:13](=[O:14])([H:15])[H:16].[C:1](=[C:2](\[C:3](=[O:4])[O:5][C@:6]([H:10])([H:11])[H:12])[H:9])(\[H:7])[H:8],[C@:1]1([H:7])([H:8])[C@@:2]([H:9])([H:12])[C:3](=[O:4])[O:14][C@:13]1([H:15])[H:16].[O:5]=[C:6]([H:10])[H:11]
17,[C:13](=[O:14])([H:15])[H:16].[C:1](=[C:2](\[C:3](=[O:4])[O:5][C@:6]([H:10])([H:11])[H:12])[H:9])(\[H:7])[H:8]>>[C@:1]1([H:7])([H:8])[C@@:2]([O:5][C@:6]([H:10])([H:11])[H:12])([H:9])[C:3](=[O:4])[O:14][C@@:13]1([H:15])[H:16],C=CC(=O)OC.C=O,CO[C@H]1CCOC1=O,1,[C:13](=[O:14])([H:15])[H:16].[C:1](=[C:2](\[C:3](=[O:4])[O:5][C@:6]([H:10])([H:11])[H:12])[H:9])(\[H:7])[H:8],[C@:1]1([H:7])([H:8])[C@@:2]([O:5][C@:6]([H:10])([H:11])[H:12])([H:9])[C:3](=[O:4])[O:14][C@@:13]1([H:15])[H:16]
18,[C:13](=[O:14])([H:15])[H:16].[C:1](=[C:2](\[C:3](=[O:4])[O:5][C@:6]([H:10])([H:11])[H:12])[H:9])(\[H:7])[H:8]>>[C@:1]1([H:7])([H:8])[C@@:2]2([H:9])[C@:3]([O:5][C@:6]([H:10])([H:11])[H:12])([O:4]2)[O:14][C@@:13]1([H:15])[H:16],C=CC(=O)OC.C=O,CO[C@@]12OCC[C@@H]1O2,1,[C:13](=[O:14])([H:15])[H:16].[C:1](=[C:2](\[C:3](=[O:4])[O:5][C@:6]([H:10])([H:11])[H:12])[H:9])(\[H:7])[H:8],[C@:1]1([H:7])([H:8])[C@@:2]2([H:9])[C@:3]([O:5][C@:6]([H:10])([H:11])[H:12])([O:4]2)[O:14][C@@:13]1([H:15])[H:16]
19,[C:13](=[O:14])([H:15])[H:16].[C:1](=[C:2](\[C:3](=[O:4])[O:5][C@:6]([H:10])([H:11])[H:12])[H:9])(\[H:7])[H:8]>>[C@@:1](/[C:2](=[C:3](\[O:4][H:16])[O:5][C@:6]([H:10])([H:11])[H:12])[H:9])([H:7])([H:8])[C:13](=[O:14])[H:15],C=CC(=O)OC.C=O,CO/C(O)=C/CC=O,1,[C:13](=[O:14])([H:15])[H:16].[C:1](=[C:2](\[C:3](=[O:4])[O:5][C@:6]([H:10])([H:11])[H:12])[H:9])(\[H:7])[H:8],[C@@:1](/[C:2](=[C:3](\[O:4][H:16])[O:5][C@:6]([H:10])([H:11])[H:12])[H:9])([H:7])([H:8])[C:13](=[O:14])[H:15]
20,[C:13](=[O:14])([H:15])[H:16].[C:1](=[C:2](\[C:3](=[O:4])[O:5][C@:6]([H:10])([H:11])[H:12])[H:9])(\[H:7])[H:8]>>[C@@:1]([C@:2]([C:3](=[O:4])[O:5][C@:6]([H:10])([H:11])[H:12])([H:9])[C:13](=[O:14])[H:15])([H:7])([H:8])[H:16],C=CC(=O)OC.C=O,COC(=O)[C@H](C)C=O,1,[C:13](=[O:14])([H:15])[H:16].[C:1](=[C:2](\[C:3](=[O:4])[O:5][C@:6]([H:10])([H:11])[H:12])[H:9])(\[H:7])[H:8],[C@@:1]([C@:2]([C:3](=[O:4])[O:5][C@:6]([H:10])([H:11])[H:12])([H:9])[C:13](=[O:14])[H:15])([H:7])([H:8])[H:16]
21,[C:13](=[O:14])([H:15])[H:16].[C:1](=[C:2](\[C:3](=[O:4])[O:5][C@:6]([H:10])([H:11])[H:12])[H:9])(\[H:7])[H:8]>>[C@:1]1([H:7])([H:8])[C@:2]([C:3](=[O:4])[O:5][C@:6]([H:10])([H:11])[H:12])([H:9])[C@@:13]([H:15])([H:16])[O:14]1,C=CC(=O)OC.C=O,COC(=O)C1COC1,1,[C:13](=[O:14])([H:15])[H:16].[C:1](=[C:2](\[C:3](=[O:4])[O:5][C@:6]([H:10])([H:11])[H:12])[H:9])(\[H:7])[H:8],[C@:1]1([H:7])([H:8])[C@:2]([C:3](=[O:4])[O:5][C@:6]([H:10])([H:11])[H:12])([H:9])[C@@:13]([H:15])([H:16])[O:14]1
22,[C:13](=[O:14])([H:15])[H:16].[C:1](=[C:2](\[C:3](=[O:4])[O:5][C@:6]([H:10])([H:11])[H:12])[H:9])(\[H:7])[H:8]>>[C@@:1]([C@:2]1([H:9])[C@:13]([H:15])([H:16])[O:14]1)([C:3](=[O:4])[O:5][C@:6]([H:10])([H:11])[H:12])([H:7])[H:8],C=CC(=O)OC.C=O,COC(=O)C[C@@H]1CO1,1,[C:13](=[O:14])([H:15])[H:16].[C:1](=[C:2](\[C:3](=[O:4])[O:5][C@:6]([H:10])([H:11])[H:12])[H:9])(\[H:7])[H:8],[C@@:1]([C@:2]1([H:9])[C@:13]([H:15])([H:16])[O:14]1)([C:3](=[O:4])[O:5][C@:6]([H:10])([H:11])[H:12])([H:7])[H:8]
23,[C:13](=[O:14])([H:15])[H:16].[C:1](=[C:2](\[C:3](=[O:4])[O:5][C@:6]([H:10])([H:11])[H:12])[H:9])(\[H:7])[H:8]>>[C@@:1]([C@:2]1([H:9])[C:3](=[O:4])[O:5][C@@:6]([H:11])([H:12])[O:14][C@@:13]1([H:15])[H:16])([H:7])([H:8])[H:10],C=CC(=O)OC.C=O,C[C@H]1COCOC1=O,1,[C:13](=[O:14])([H:15])[H:16].[C:1](=[C:2](\[C:3](=[O:4])[O:5][C@:6]([H:10])([H:11])[H:12])[H:9])(\[H:7])[H:8],[C@@:1]([C@:2]1([H:9])[C:3](=[O:4])[O:5][C@@:6]([H:11])([H:12])[O:14][C@@:13]1([H:15])[H:16])([H:7])([H:8])[H:10]
24,[C:13](=[O:14])([H:15])[H:16].[C:1](=[C:2](\[C:3](=[O:4])[O:5][C@:6]([H:10])([H:11])[H:12])[H:9])(\[H:7])[H:8]>>[C@@:1]1([H:7])([H:8])[C@@:2]([C:3](=[O:4])[O:5][C@:6]([H:10])([H:11])[H:12])([H:9])[O:14][C@@:13]1([H:15])[H:16],C=CC(=O)OC.C=O,COC(=O)[C@H]1CCO1,1,[C:13](=[O:14])([H:15])[H:16].[C:1](=[C:2](\[C:3](=[O:4])[O:5][C@:6]([H:10])([H:11])[H:12])[H:9])(\[H:7])[H:8],[C@@:1]1([H:7])([H:8])[C@@:2]([C:3](=[O:4])[O:5][C@:6]([H:10])([H:11])[H:12])([H:9])[O:14][C@@:13]1([H:15])[H:16]
25,[C:1](=[C:2](/[C:3](=[O:4])[O:5][C@:6]([H:10])([H:11])[H:12])[H:9])(\[H:7])[H:16].[H:8][C:13](=[O:14])[H:15]>>[C@@:1](/[C:2](=[C:3]1\[O:4][C@@:13]([H:11])([H:15])[O:14][C@:6]([H:10])([H:12])[O:5]1)[H:9])([H:7])([H:8])[H:16],C=CC(=O)OC.C=O,CC=C1OCOCO1,1,[C:1](=[C:2](/[C:3](=[O:4])[O:5][C@:6]([H:10])([H:11])[H:12])[H:9])(\[H:7])[H:16].[H:8][C:13](=[O:14])[H:15],[C@@:1](/[C:2](=[C:3]1\[O:4][C@@:13]([H:11])([H:15])[O:14][C@:6]([H:10])([H:12])[O:5]1)[H:9])([H:7])([H:8])[H:16]
26,[C:1](=[C:2](/[C:3](=[O:4])[O:14][C@@:13]([H:11])([H:15])[H:16])[H:9])(\[H:7])[H:8].[O:5]=[C:6]([H:10])[H:12]>>[C:1](=[C:2](\[C:3](=[O:4])[O:14][C@@:13]([H:11])([H:15])[H:16])[H:9])(\[H:7])[H:8].[O:5]=[C:6]([H:10])[H:12],C=CC(=O)OC.C=O,C=CC(=O)OC.C=O,1,[C:1](=[C:2](/[C:3](=[O:4])[O:14][C@@:13]([H:11])([H:15])[H:16])[H:9])(\[H:7])[H:8].[O:5]=[C:6]([H:10])[H:12],[C:1](=[C:2](\[C:3](=[O:4])[O:14][C@@:13]([H:11])([H:15])[H:16])[H:9])(\[H:7])[H:8].[O:5]=[C:6]([H:10])[H:12]
27,[C:13](=[O:14])([H:15])[H:16].[C:1](=[C:2](\[C:3](=[O:4])[O:5][C@:6]([H:8])([H:11])[H:12])[H:9])(\[H:7])[H:10]>>[C@:1]([C@:2]1([H:9])[C:3](=[O:4])[O:5][C@:6]([H:11])([H:12])[O:14][C@:13]1([H:15])[H:16])([H:7])([H:8])[H:10],C=CC(=O)OC.C=O,C[C@H]1COCOC1=O,1,[C:13](=[O:14])([H:15])[H:16].[C:1](=[C:2](\[C:3](=[O:4])[O:5][C@:6]([H:8])([H:11])[H:12])[H:9])(\[H:7])[H:10],[C@:1]([C@:2]1([H:9])[C:3](=[O:4])[O:5][C@:6]([H:11])([H:12])[O:14][C@:13]1([H:15])[H:16])([H:7])([H:8])[H:10]
28,[C:13](=[O:14])([H:15])[H:16].[C:1](=[C:2](\[C:3](=[O:4])[O:5][C@:6]([H:10])([H:11])[H:12])[H:9])(\[H:7])[H:8]>>[C@@:1]1([H:7])([H:8])[C@@:2]2([H:9])[C@:3]([O:5][C@:6]([H:10])([H:11])[H:12])([O:4]2)[O:14][C@@:13]1([H:15])[H:16],C=CC(=O)OC.C=O,CO[C@@]12OCC[C@@H]1O2,1,[C:13](=[O:14])([H:15])[H:16].[C:1](=[C:2](\[C:3](=[O:4])[O:5][C@:6]([H:10])([H:11])[H:12])[H:9])(\[H:7])[H:8],[C@@:1]1([H:7])([H:8])[C@@:2]2([H:9])[C@:3]([O:5][C@:6]([H:10])([H:11])[H:12])([O:4]2)[O:14][C@@:13]1([H:15])[H:16]
29,[C:13](=[O:14])([H:15])[H:16].[C:1](=[C:2](\[C:3](=[O:4])[O:5][C@:6]([H:10])([H:11])[H:12])[H:9])(\[H:7])[H:8]>>[C@@:1]1([H:7])([H:8])[C@@:2]2([H:9])[C@:3]([O:5][C@:6]([H:10])([H:11])[H:12])([O:4]2)[O:14][C@:13]1([H:15])[H:16],C=CC(=O)OC.C=O,CO[C@@]12OCC[C@@H]1O2,1,[C:13](=[O:14])([H:15])[H:16].[C:1](=[C:2](\[C:3](=[O:4])[O:5][C@:6]([H:10])([H:11])[H:12])[H:9])(\[H:7])[H:8],[C@@:1]1([H:7])([H:8])[C@@:2]2([H:9])[C@:3]([O:5][C@:6]([H:10])([H:11])[H:12])([O:4]2)[O:14][C@:13]1([H:15])[H:16]
30,[C:13](=[O:14])([H:15])[H:16].[C:1](=[C:2](\[C:3](=[O:4])[O:5][C@:6]([H:10])([H:11])[H:12])[H:9])(\[H:7])[H:8]>>[C@@:1]1([H:7])([H:8])[C@@:2]([O:5][C@:6]([H:10])([H:11])[H:12])([H:9])[C:3](=[O:4])[O:14][C@@:13]1([H:15])[H:16],C=CC(=O)OC.C=O,CO[C@H]1CCOC1=O,1,[C:13](=[O:14])([H:15])[H:16].[C:1](=[C:2](\[C:3](=[O:4])[O:5][C@:6]([H:10])([H:11])[H:12])[H:9])(\[H:7])[H:8],[C@@:1]1([H:7])([H:8])[C@@:2]([O:5][C@:6]([H:10])([H:11])[H:12])([H:9])[C:3](=[O:4])[O:14][C@@:13]1([H:15])[H:16]
31,[C:13](=[O:14])([H:15])[H:16].[C:1](=[C:2](\[C:3](=[O:4])[O:5][C@:6]([H:10])([H:11])[H:12])[H:9])(\[H:7])[H:8]>>[C@@:1]1([H:7])([H:8])[C@@:2]([C:3](=[O:4])[O:5][C@:6]([H:10])([H:11])[H:12])([H:9])[C@:13]([H:15])([H:16])[O:14]1,C=CC(=O)OC.C=O,COC(=O)C1COC1,1,[C:13](=[O:14])([H:15])[H:16].[C:1](=[C:2](\[C:3](=[O:4])[O:5][C@:6]([H:10])([H:11])[H:12])[H:9])(\[H:7])[H:8],[C@@:1]1([H:7])([H:8])[C@@:2]([C:3](=[O:4])[O:5][C@:6]([H:10])([H:11])[H:12])([H:9])[C@:13]([H:15])([H:16])[O:14]1
32,[C:13](=[O:14])([H:15])[H:16].[C:1](=[C:2](\[C:3](=[O:4])[O:5][C@:6]([H:10])([H:11])[H:12])[H:9])(\[H:7])[H:8]>>[C@@:1]([C@@:2]([C:3](=[O:4])/[O+:5]=[C:6](\[H:10])[H:12])([H:9])[C@:13]([O-:14])([H:15])[H:16])([H:7])([H:8])[H:11],C=CC(=O)OC.C=O,C=[O+]C(=O)[C@@H](C)C[O-],1,[C:13](=[O:14])([H:15])[H:16].[C:1](=[C:2](\[C:3](=[O:4])[O:5][C@:6]([H:10])([H:11])[H:12])[H:9])(\[H:7])[H:8],[C@@:1]([C@@:2]([C:3](=[O:4])/[O+:5]=[C:6](\[H:10])[H:12])([H:9])[C@:13]([O-:14])([H:15])[H:16])([H:7])([H:8])[H:11]
33,[C:13](=[O:14])([H:15])[H:16].[C:1](=[C:2](\[C:3](=[O:4])[O:5][C@:6]([H:10])([H:11])[H:12])[H:9])(\[H:7])[H:8]>>[C@@:1]1([H:7])([H:8])[C@:2]([O:5][C@:6]([H:10])([H:11])[H:12])([H:9])[C:3](=[O:4])[O:14][C@:13]1([H:15])[H:16],C=CC(=O)OC.C=O,CO[C@@H]1CCOC1=O,1,[C:13](=[O:14])([H:15])[H:16].[C:1](=[C:2](\[C:3](=[O:4])[O:5][C@:6]([H:10])([H:11])[H:12])[H:9])(\[H:7])[H:8],[C@@:1]1([H:7])([H:8])[C@:2]([O:5][C@:6]([H:10])([H:11])[H:12])([H:9])[C:3](=[O:4])[O:14][C@:13]1([H:15])[H:16]
34,[C:13](=[O:14])([H:15])[H:16].[C:1](=[C:2](\[C:3](=[O:4])[O:5][C@:6]([H:10])([H:11])[H:12])[H:9])(\[H:7])[H:8]>>[C@@:1]1([H:7])([H:8])[C:2]([H:9])=[C:3]([O:5][C@:6]([H:10])([H:11])[H:12])[O:4][O:14][C@@:13]1([H:15])[H:16],C=CC(=O)OC.C=O,COC1=CCCOO1,1,[C:13](=[O:14])([H:15])[H:16].[C:1](=[C:2](\[C:3](=[O:4])[O:5][C@:6]([H:10])([H:11])[H:12])[H:9])(\[H:7])[H:8],[C@@:1]1([H:7])([H:8])[C:2]([H:9])=[C:3]([O:5][C@:6]([H:10])([H:11])[H:12])[O:4][O:14][C@@:13]1([H:15])[H:16]
35,[C:13](=[O:14])([H:15])[H:16].[C:1](=[C:2](\[C:3](=[O:4])[O:5][C@:6]([H:10])([H:11])[H:12])[H:9])(\[H:7])[H:8]>>[C@@:1]1([H:7])([H:8])[C:2]([H:9])=[C:3]([O:5][C@:6]([H:10])([H:11])[H:12])[O:4][O:14][C@:13]1([H:15])[H:16],C=CC(=O)OC.C=O,COC1=CCCOO1,1,[C:13](=[O:14])([H:15])[H:16].[C:1](=[C:2](\[C:3](=[O:4])[O:5][C@:6]([H:10])([H:11])[H:12])[H:9])(\[H:7])[H:8],[C@@:1]1([H:7])([H:8])[C:2]([H:9])=[C:3]([O:5][C@:6]([H:10])([H:11])[H:12])[O:4][O:14][C@:13]1([H:15])[H:16]
