,Reactions,Reactants_canonical,Products_canonical,counts,reactant_smiles_am,product_smiles_am
10,[C:1](=[C:2](\[C:3](=[O:4])[O:5][C@:6]([H:10])([H:11])[H:12])[H:9])(\[H:7])[H:8].[S:13]([H:14])[H:15]>>[C@@:1]([C@@:2]([C:3](=[O:4])[O:5][C@:6]([H:10])([H:11])[H:12])([H:9])[S:13][H:15])([H:7])([H:8])[H:14],C=CC(=O)OC.S,COC(=O)[C@@H](C)S,3.0,[C:1](=[C:2](\[C:3](=[O:4])[O:5][C@:6]([H:10])([H:11])[H:12])[H:9])(\[H:7])[H:8].[S:13]([H:14])[H:15],[C@@:1]([C@@:2]([C:3](=[O:4])[O:5][C@:6]([H:10])([H:11])[H:12])([H:9])[S:13][H:15])([H:7])([H:8])[H:14]
11,[C:1](=[C:2](\[C:3](=[O:4])[O:5][C@:6]([H:10])([H:11])[H:12])[H:9])(\[H:7])[H:8].[S:13]([H:14])[H:15]>>[C@:1]([C@:2]([C:3](=[O:4])[O:5][C@:6]([H:10])([H:11])[H:12])([H:9])[S:13][H:14])([H:7])([H:8])[H:15],C=CC(=O)OC.S,COC(=O)[C@H](C)S,3.0,[C:1](=[C:2](\[C:3](=[O:4])[O:5][C@:6]([H:10])([H:11])[H:12])[H:9])(\[H:7])[H:8].[S:13]([H:14])[H:15],[C@:1]([C@:2]([C:3](=[O:4])[O:5][C@:6]([H:10])([H:11])[H:12])([H:9])[S:13][H:14])([H:7])([H:8])[H:15]
12,[C:1](=[C:2](\[C:3](=[O:4])[O:5][C@:6]([H:10])([H:11])[H:12])[H:9])(\[H:7])[H:8].[S:13]([H:14])[H:15]>>[C:1](=[C:2](\[C@@:3]([O:4][H:14])([O:5][C@:6]([H:10])([H:11])[H:12])[S:13][H:15])[H:9])(\[H:7])[H:8],C=CC(=O)OC.S,C=C[C@](O)(S)OC,3.0,[C:1](=[C:2](\[C:3](=[O:4])[O:5][C@:6]([H:10])([H:11])[H:12])[H:9])(\[H:7])[H:8].[S:13]([H:14])[H:15],[C:1](=[C:2](\[C@@:3]([O:4][H:14])([O:5][C@:6]([H:10])([H:11])[H:12])[S:13][H:15])[H:9])(\[H:7])[H:8]
13,[C:1](=[C:2](\[C:3](=[O:4])[O:5][C@:6]([H:10])([H:11])[H:12])[H:9])(\[H:7])[H:8].[S:13]([H:14])[H:15]>>[C@@:1]([C@@:2]([C:3](=[O:4])[O:5][C@:6]([H:10])([H:11])[H:12])([H:9])[S:13][H:14])([H:7])([H:8])[H:15],C=CC(=O)OC.S,COC(=O)[C@@H](C)S,2.0,[C:1](=[C:2](\[C:3](=[O:4])[O:5][C@:6]([H:10])([H:11])[H:12])[H:9])(\[H:7])[H:8].[S:13]([H:14])[H:15],[C@@:1]([C@@:2]([C:3](=[O:4])[O:5][C@:6]([H:10])([H:11])[H:12])([H:9])[S:13][H:14])([H:7])([H:8])[H:15]
14,[C:1](=[C:2](\[C:3](=[O:4])[O:5][C@:6]([H:10])([H:11])[H:12])[H:9])(\[H:7])[H:8].[S:13]([H:14])[H:15]>>[C@@:1](/[C:2](=[C:3](\[O:4][S:13][H:15])[O:5][C@:6]([H:10])([H:11])[H:12])[H:9])([H:7])([H:8])[H:14],C=CC(=O)OC.S,C/C=C(/OC)OS,2.0,[C:1](=[C:2](\[C:3](=[O:4])[O:5][C@:6]([H:10])([H:11])[H:12])[H:9])(\[H:7])[H:8].[S:13]([H:14])[H:15],[C@@:1](/[C:2](=[C:3](\[O:4][S:13][H:15])[O:5][C@:6]([H:10])([H:11])[H:12])[H:9])([H:7])([H:8])[H:14]
15,[C:1](=[C:2](\[C:3](=[O:4])[O:5][C@:6]([H:10])([H:11])[H:12])[H:9])(\[H:7])[H:8].[S:13]([H:14])[H:15]>>[C@@:1](/[C:2](=[C:3](/[O:4][H:15])[O:5][C@:6]([H:10])([H:11])[H:12])[H:9])([H:7])([H:8])[S:13][H:14],C=CC(=O)OC.S,CO/C(O)=C\CS,2.0,[C:1](=[C:2](\[C:3](=[O:4])[O:5][C@:6]([H:10])([H:11])[H:12])[H:9])(\[H:7])[H:8].[S:13]([H:14])[H:15],[C@@:1](/[C:2](=[C:3](/[O:4][H:15])[O:5][C@:6]([H:10])([H:11])[H:12])[H:9])([H:7])([H:8])[S:13][H:14]
16,[C:1](=[C:2](\[C:3](=[O:4])[O:5][C@:6]([H:10])([H:11])[H:12])[H:9])(\[H:7])[H:8].[S:13]([H:14])[H:15]>>[C:1](=[C:2](\[C@@:3]([O:4][H:15])([O:5][C@:6]([H:10])([H:11])[H:12])[S:13][H:14])[H:9])(\[H:7])[H:8],C=CC(=O)OC.S,C=C[C@](O)(S)OC,2.0,[C:1](=[C:2](\[C:3](=[O:4])[O:5][C@:6]([H:10])([H:11])[H:12])[H:9])(\[H:7])[H:8].[S:13]([H:14])[H:15],[C:1](=[C:2](\[C@@:3]([O:4][H:15])([O:5][C@:6]([H:10])([H:11])[H:12])[S:13][H:14])[H:9])(\[H:7])[H:8]
17,[C:1](=[C:2](\[C:3](=[O:4])[O:5][C@:6]([H:10])([H:11])[H:12])[H:9])(\[H:8])[H:15].[H:7][S:13][H:14]>>[C@@:1]([C@:2]([C:3](=[O:4])[O:5][C@:6]([H:10])([H:11])[H:12])([H:9])[S:13][H:14])([H:7])([H:8])[H:15],C=CC(=O)OC.S,COC(=O)[C@H](C)S,2.0,[C:1](=[C:2](\[C:3](=[O:4])[O:5][C@:6]([H:10])([H:11])[H:12])[H:9])(\[H:8])[H:15].[H:7][S:13][H:14],[C@@:1]([C@:2]([C:3](=[O:4])[O:5][C@:6]([H:10])([H:11])[H:12])([H:9])[S:13][H:14])([H:7])([H:8])[H:15]
18,[C:1](=[C:2](\[C:3](=[O:4])[O:5][C@:6]([H:10])([H:11])[H:12])[H:9])(\[H:7])[H:8].[S:13]([H:14])[H:15]>>[C:1](=[C:2]([C:3](\[O:4][H:15])=[O+:5]/[C@:6]([H:10])([H:11])[H:12])/[H:9])(\[H:7])[H:8].[S-:13][H:14],C=CC(=O)OC.S,C=C/C(O)=[O+]\C.[SH-],2.0,[C:1](=[C:2](\[C:3](=[O:4])[O:5][C@:6]([H:10])([H:11])[H:12])[H:9])(\[H:7])[H:8].[S:13]([H:14])[H:15],[C:1](=[C:2]([C:3](\[O:4][H:15])=[O+:5]/[C@:6]([H:10])([H:11])[H:12])/[H:9])(\[H:7])[H:8].[S-:13][H:14]
19,[C:1](=[C:2](\[C:3](=[O:4])[O:5][C@:6]([H:10])([H:11])[H:12])[H:9])(\[H:7])[H:8].[S:13]([H:14])[H:15]>>[C:1](=[C:2](/[C:3](=[O:4])[O:5][C@:6]([H:10])([H:11])[H:12])[H:9])(\[H:7])[H:15].[H:8][S:13][H:14],C=CC(=O)OC.S,C=CC(=O)OC.S,2.0,[C:1](=[C:2](\[C:3](=[O:4])[O:5][C@:6]([H:10])([H:11])[H:12])[H:9])(\[H:7])[H:8].[S:13]([H:14])[H:15],[C:1](=[C:2](/[C:3](=[O:4])[O:5][C@:6]([H:10])([H:11])[H:12])[H:9])(\[H:7])[H:15].[H:8][S:13][H:14]
20,[C:1](=[C:2](\[C:3](=[O:4])[O:5][C@:6]([H:10])([H:11])[H:12])[H:9])(\[H:7])[H:8].[S:13]([H:14])[H:15]>>[C:1](=[C:2](\[C:3](=[O:4])[O:5][C@@:6]([H:11])([H:12])[S:13][H:14])[H:9])(\[H:7])[H:8].[H:10][H:15],C=CC(=O)OC.S,C=CC(=O)OCS.[H][H],1.0,[C:1](=[C:2](\[C:3](=[O:4])[O:5][C@:6]([H:10])([H:11])[H:12])[H:9])(\[H:7])[H:8].[S:13]([H:14])[H:15],[C:1](=[C:2](\[C:3](=[O:4])[O:5][C@@:6]([H:11])([H:12])[S:13][H:14])[H:9])(\[H:7])[H:8].[H:10][H:15]
21,[C:1](=[C:2](\[C:3](=[O:4])[O:5][C@:6]([H:10])([H:11])[H:12])[H:9])(\[H:7])[H:8].[S:13]([H:14])[H:15]>>[C@@:1](/[C:2](=[C:3](\[O:4][H:15])[O:5][C@:6]([H:10])([H:11])[H:12])[H:9])([H:7])([H:8])[S:13][H:14],C=CC(=O)OC.S,CO/C(O)=C/CS,1.0,[C:1](=[C:2](\[C:3](=[O:4])[O:5][C@:6]([H:10])([H:11])[H:12])[H:9])(\[H:7])[H:8].[S:13]([H:14])[H:15],[C@@:1](/[C:2](=[C:3](\[O:4][H:15])[O:5][C@:6]([H:10])([H:11])[H:12])[H:9])([H:7])([H:8])[S:13][H:14]
22,[C:1](=[C:2](\[C:3](=[O:4])[O:5][C@:6]([H:10])([H:11])[H:12])[H:9])(\[H:8])[H:15].[H:7][S:13][H:14]>>[C:1](=[C:2](\[C:3](=[O:4])[O:5][C@:6]([H:10])([H:11])[H:12])[H:9])(\[H:7])[H:15].[H:8][S:13][H:14],C=CC(=O)OC.S,C=CC(=O)OC.S,1.0,[C:1](=[C:2](\[C:3](=[O:4])[O:5][C@:6]([H:10])([H:11])[H:12])[H:9])(\[H:8])[H:15].[H:7][S:13][H:14],[C:1](=[C:2](\[C:3](=[O:4])[O:5][C@:6]([H:10])([H:11])[H:12])[H:9])(\[H:7])[H:15].[H:8][S:13][H:14]
23,[C:1](=[C:2](\[C:3](=[O:4])[O:5][C@:6]([H:10])([H:11])[H:12])[H:9])(\[H:8])[H:14].[H:7][S:13][H:15]>>[C@@:1]([C@:2]([C:3](=[O:4])[O:5][C@:6]([H:10])([H:11])[H:12])([H:9])[S:13][H:15])([H:7])([H:8])[H:14],C=CC(=O)OC.S,COC(=O)[C@H](C)S,1.0,[C:1](=[C:2](\[C:3](=[O:4])[O:5][C@:6]([H:10])([H:11])[H:12])[H:9])(\[H:8])[H:14].[H:7][S:13][H:15],[C@@:1]([C@:2]([C:3](=[O:4])[O:5][C@:6]([H:10])([H:11])[H:12])([H:9])[S:13][H:15])([H:7])([H:8])[H:14]
24,[C:1](=[C:2](\[C:3](=[O:4])[O:5][C@:6]([H:10])([H:11])[H:12])[H:9])(\[H:8])[H:14].[H:7][S:13][H:15]>>[C@:1]([C@:2]([C:3](=[O:4])[O:5][C@:6]([H:10])([H:11])[H:12])([H:9])[S:13][H:15])([H:7])([H:8])[H:14],C=CC(=O)OC.S,COC(=O)[C@H](C)S,1.0,[C:1](=[C:2](\[C:3](=[O:4])[O:5][C@:6]([H:10])([H:11])[H:12])[H:9])(\[H:8])[H:14].[H:7][S:13][H:15],[C@:1]([C@:2]([C:3](=[O:4])[O:5][C@:6]([H:10])([H:11])[H:12])([H:9])[S:13][H:15])([H:7])([H:8])[H:14]
25,[C:1](=[C:2](\[C:3](=[O:4])[O:5][C@:6]([H:10])([H:11])[H:12])[H:9])(\[H:7])[H:8].[S:13]([H:14])[H:15]>>[C@@:1]([C@@:2]([C:3](=[O:4])[O:5][C@:6]([H:10])([H:11])[S:13][H:15])([H:9])[H:14])([H:7])([H:8])[H:12],C=CC(=O)OC.S,CCC(=O)OCS,1.0,[C:1](=[C:2](\[C:3](=[O:4])[O:5][C@:6]([H:10])([H:11])[H:12])[H:9])(\[H:7])[H:8].[S:13]([H:14])[H:15],[C@@:1]([C@@:2]([C:3](=[O:4])[O:5][C@:6]([H:10])([H:11])[S:13][H:15])([H:9])[H:14])([H:7])([H:8])[H:12]
26,[C:1](=[C:2](/[C:3](=[O:4])[O:5][C@:6]([H:10])([H:11])[H:12])[H:9])(\[H:7])[H:15].[H:8][S:13][H:14]>>[C@:1](/[C:2](=[C:3](/[O:4][S:13][H:14])[O:5][C@:6]([H:10])([H:11])[H:12])[H:9])([H:7])([H:8])[H:15],C=CC(=O)OC.S,C/C=C(\OC)OS,1.0,[C:1](=[C:2](/[C:3](=[O:4])[O:5][C@:6]([H:10])([H:11])[H:12])[H:9])(\[H:7])[H:15].[H:8][S:13][H:14],[C@:1](/[C:2](=[C:3](/[O:4][S:13][H:14])[O:5][C@:6]([H:10])([H:11])[H:12])[H:9])([H:7])([H:8])[H:15]
27,[C:1](=[C:2](/[C:3](=[O:4])[O:5][C@:6]([H:10])([H:11])[H:12])[H:9])(\[H:7])[H:15].[H:8][S:13][H:14]>>[C@:1]([C@:2]([C:3](=[O:4])[O:5][C@:6]([H:10])([H:11])[H:12])([H:9])[S:13][H:14])([H:7])([H:8])[H:15],C=CC(=O)OC.S,COC(=O)[C@H](C)S,1.0,[C:1](=[C:2](/[C:3](=[O:4])[O:5][C@:6]([H:10])([H:11])[H:12])[H:9])(\[H:7])[H:15].[H:8][S:13][H:14],[C@:1]([C@:2]([C:3](=[O:4])[O:5][C@:6]([H:10])([H:11])[H:12])([H:9])[S:13][H:14])([H:7])([H:8])[H:15]
28,[C:1](=[C:2](/[C:3](=[O:4])[O:5][C@:6]([H:10])([H:11])[H:12])[H:9])(\[H:8])[H:14].[H:7][S:13][H:15]>>[C@@:1]([C@:2]([C:3](=[O:4])[O:5][C@:6]([H:10])([H:11])[H:12])([H:9])[S:13][H:15])([H:7])([H:8])[H:14],C=CC(=O)OC.S,COC(=O)[C@H](C)S,1.0,[C:1](=[C:2](/[C:3](=[O:4])[O:5][C@:6]([H:10])([H:11])[H:12])[H:9])(\[H:8])[H:14].[H:7][S:13][H:15],[C@@:1]([C@:2]([C:3](=[O:4])[O:5][C@:6]([H:10])([H:11])[H:12])([H:9])[S:13][H:15])([H:7])([H:8])[H:14]
29,[C:1](=[C:2](/[C:3](=[O:4])[O:5][C@:6]([H:10])([H:11])[H:12])[H:9])(\[H:8])[H:15].[H:7][S:13][H:14]>>[C@:1]([C@@:2]([C:3](=[O:4])[O:5][C@:6]([H:10])([H:11])[H:12])([H:9])[S:13][H:14])([H:7])([H:8])[H:15],C=CC(=O)OC.S,COC(=O)[C@@H](C)S,1.0,[C:1](=[C:2](/[C:3](=[O:4])[O:5][C@:6]([H:10])([H:11])[H:12])[H:9])(\[H:8])[H:15].[H:7][S:13][H:14],[C@:1]([C@@:2]([C:3](=[O:4])[O:5][C@:6]([H:10])([H:11])[H:12])([H:9])[S:13][H:14])([H:7])([H:8])[H:15]
30,[C:1](=[C:2](\[C:3](=[O:4])[O:5][C@:6]([H:10])([H:11])[H:12])[H:9])(\[H:7])[H:8].[S:13]([H:14])[H:15]>>[C@@:1]([C:2](=[C:3]=[O:4])[H:9])([H:7])([H:8])[H:14].[O:5]([C@:6]([H:10])([H:11])[H:12])[S:13][H:15],C=CC(=O)OC.S,CC=C=O.COS,1.0,[C:1](=[C:2](\[C:3](=[O:4])[O:5][C@:6]([H:10])([H:11])[H:12])[H:9])(\[H:7])[H:8].[S:13]([H:14])[H:15],[C@@:1]([C:2](=[C:3]=[O:4])[H:9])([H:7])([H:8])[H:14].[O:5]([C@:6]([H:10])([H:11])[H:12])[S:13][H:15]
31,[C:1](=[C:2](\[C:3](=[O:4])[O:5][C@:6]([H:10])([H:11])[H:12])[H:9])(\[H:7])[H:15].[H:8][S:13][H:14]>>[C@@:1]([C@:2]([C:3](=[O:4])[O:5][C@:6]([H:10])([H:11])[H:12])([H:9])[S:13][H:14])([H:7])([H:8])[H:15],C=CC(=O)OC.S,COC(=O)[C@H](C)S,1.0,[C:1](=[C:2](\[C:3](=[O:4])[O:5][C@:6]([H:10])([H:11])[H:12])[H:9])(\[H:7])[H:15].[H:8][S:13][H:14],[C@@:1]([C@:2]([C:3](=[O:4])[O:5][C@:6]([H:10])([H:11])[H:12])([H:9])[S:13][H:14])([H:7])([H:8])[H:15]
32,[C:1](=[C:2](\[C:3](=[O:4])[O:5][C@:6]([H:10])([H:11])[H:12])[H:9])(\[H:7])[H:8].[S:13]([H:14])[H:15]>>[C@@:1](/[C:2](=[C:3](\[O:4][S:13][H:14])[O:5][C@:6]([H:10])([H:11])[H:12])[H:9])([H:7])([H:8])[H:15],C=CC(=O)OC.S,C/C=C(/OC)OS,1.0,[C:1](=[C:2](\[C:3](=[O:4])[O:5][C@:6]([H:10])([H:11])[H:12])[H:9])(\[H:7])[H:8].[S:13]([H:14])[H:15],[C@@:1](/[C:2](=[C:3](\[O:4][S:13][H:14])[O:5][C@:6]([H:10])([H:11])[H:12])[H:9])([H:7])([H:8])[H:15]
33,[C:1](=[C:2](\[C:3](=[O:4])[O:5][C@:6]([H:10])([H:11])[H:12])[H:9])(\[H:7])[H:8].[S:13]([H:14])[H:15]>>[C:1](=[C:2](/[C:3](=[O:4])[O:5][C@:6]([H:10])([H:11])[H:12])[H:15])(\[H:7])[H:8].[H:9][S:13][H:14],C=CC(=O)OC.S,C=CC(=O)OC.S,1.0,[C:1](=[C:2](\[C:3](=[O:4])[O:5][C@:6]([H:10])([H:11])[H:12])[H:9])(\[H:7])[H:8].[S:13]([H:14])[H:15],[C:1](=[C:2](/[C:3](=[O:4])[O:5][C@:6]([H:10])([H:11])[H:12])[H:15])(\[H:7])[H:8].[H:9][S:13][H:14]
34,[C:1](=[C:2](\[C:3](=[O:4])[O:5][C@:6]([H:10])([H:11])[H:12])[H:9])(\[H:7])[H:8].[S:13]([H:14])[H:15]>>[C-:1](/[C:2](=[C:3](\[O:4][S:13][H:15])[O:5][C@:6]([H:10])([H:11])[H:12])[H:9])([H:7])[H:8].[H+:14],C=CC(=O)OC.S,[CH2-]/C=C(/OC)OS.[H+],1.0,[C:1](=[C:2](\[C:3](=[O:4])[O:5][C@:6]([H:10])([H:11])[H:12])[H:9])(\[H:7])[H:8].[S:13]([H:14])[H:15],[C-:1](/[C:2](=[C:3](\[O:4][S:13][H:15])[O:5][C@:6]([H:10])([H:11])[H:12])[H:9])([H:7])[H:8].[H+:14]
35,[C:1](=[C:2](\[C:3](=[O:4])[O:5][C@:6]([H:10])([H:11])[H:12])[H:9])(\[H:7])[H:8].[S:13]([H:14])[H:15]>>[C:1](=[C:2](\[C:3](=[O:4])[O:5][C@:6]([H:10])([H:11])[H:12])[H:9])(\[H:8])[H:14].[H:7][S:13][H:15],C=CC(=O)OC.S,C=CC(=O)OC.S,1.0,[C:1](=[C:2](\[C:3](=[O:4])[O:5][C@:6]([H:10])([H:11])[H:12])[H:9])(\[H:7])[H:8].[S:13]([H:14])[H:15],[C:1](=[C:2](\[C:3](=[O:4])[O:5][C@:6]([H:10])([H:11])[H:12])[H:9])(\[H:8])[H:14].[H:7][S:13][H:15]
36,[C:1](=[C:2](\[C:3](=[O:4])[O:5][C@:6]([H:10])([H:11])[H:12])[H:9])(\[H:7])[H:8].[S:13]([H:14])[H:15]>>[C@:1]([C@@:2]([C:3](=[O:4])[O:5][C@:6]([H:10])([H:11])[H:12])([H:9])[H:14])([H:7])([H:8])[S:13][H:15],C=CC(=O)OC.S,COC(=O)CCS,1.0,[C:1](=[C:2](\[C:3](=[O:4])[O:5][C@:6]([H:10])([H:11])[H:12])[H:9])(\[H:7])[H:8].[S:13]([H:14])[H:15],[C@:1]([C@@:2]([C:3](=[O:4])[O:5][C@:6]([H:10])([H:11])[H:12])([H:9])[H:14])([H:7])([H:8])[S:13][H:15]
37,[C:1](=[C:2](\[C:3](=[O:4])[O:5][C@:6]([H:10])([H:11])[H:12])[H:9])(\[H:7])[H:8].[S:13]([H:14])[H:15]>>[C:1](=[C:2](/[C:3](=[O:4])[O:5][C@:6]([H:10])([H:11])[H:12])[H:9])(\[H:8])[H:15].[H:7][S:13][H:14],C=CC(=O)OC.S,C=CC(=O)OC.S,1.0,[C:1](=[C:2](\[C:3](=[O:4])[O:5][C@:6]([H:10])([H:11])[H:12])[H:9])(\[H:7])[H:8].[S:13]([H:14])[H:15],[C:1](=[C:2](/[C:3](=[O:4])[O:5][C@:6]([H:10])([H:11])[H:12])[H:9])(\[H:8])[H:15].[H:7][S:13][H:14]
38,[C:1](=[C:2](\[C:3](=[O:4])[O:5][C@:6]([H:10])([H:11])[H:12])[H:9])(\[H:7])[H:8].[S:13]([H:14])[H:15]>>[C@:1]([C@:2]([C:3](=[O:4])[O:5][C@:6]([H:10])([H:11])[H:12])([H:9])[H:15])([H:8])([S:13][H:7])[H:14],C=CC(=O)OC.S,COC(=O)CCS,1.0,[C:1](=[C:2](\[C:3](=[O:4])[O:5][C@:6]([H:10])([H:11])[H:12])[H:9])(\[H:7])[H:8].[S:13]([H:14])[H:15],[C@:1]([C@:2]([C:3](=[O:4])[O:5][C@:6]([H:10])([H:11])[H:12])([H:9])[H:15])([H:8])([S:13][H:7])[H:14]
