,Reactions,Reactants_canonical,Products_canonical,counts,reactant_smiles_am,product_smiles_am
10,[C:13](=[C:14](/[H:17])[H:18])(\[H:15])[H:16].[C:1](=[C:2](\[C:3](=[O:4])[O:5][C@:6]([H:10])([H:11])[H:12])[H:9])(\[H:7])[H:8]>>[C@@:1]1([H:7])([H:8])[C@:2]([C:3](=[O:4])[O:5][C@:6]([H:10])([H:11])[H:12])([H:9])[C@@:13]([H:15])([H:16])[C@:14]1([H:17])[H:18],C=C.C=CC(=O)OC,COC(=O)C1CCC1,2,[C:13](=[C:14](/[H:17])[H:18])(\[H:15])[H:16].[C:1](=[C:2](\[C:3](=[O:4])[O:5][C@:6]([H:10])([H:11])[H:12])[H:9])(\[H:7])[H:8],[C@@:1]1([H:7])([H:8])[C@:2]([C:3](=[O:4])[O:5][C@:6]([H:10])([H:11])[H:12])([H:9])[C@@:13]([H:15])([H:16])[C@:14]1([H:17])[H:18]
11,[C:13](=[C:14](/[H:17])[H:18])(\[H:15])[H:16].[C:1](=[C:2](\[C:3](=[O:4])[O:5][C@:6]([H:10])([H:11])[H:12])[H:9])(\[H:7])[H:8]>>[C@:1]1([H:7])([H:8])[C:2]([H:9])=[C:3]([O:5][C@:6]([H:10])([H:11])[H:12])[O:4][C@@:14]([H:17])([H:18])[C@:13]1([H:15])[H:16],C=C.C=CC(=O)OC,COC1=CCCCO1,2,[C:13](=[C:14](/[H:17])[H:18])(\[H:15])[H:16].[C:1](=[C:2](\[C:3](=[O:4])[O:5][C@:6]([H:10])([H:11])[H:12])[H:9])(\[H:7])[H:8],[C@:1]1([H:7])([H:8])[C:2]([H:9])=[C:3]([O:5][C@:6]([H:10])([H:11])[H:12])[O:4][C@@:14]([H:17])([H:18])[C@:13]1([H:15])[H:16]
12,[C:13](=[C:14](/[H:17])[H:18])(\[H:15])[H:16].[C:1](=[C:2](\[C:3](=[O:4])[O:5][C@:6]([H:10])([H:11])[H:12])[H:9])(\[H:7])[H:8]>>[C@:1]1([H:7])([H:8])[C:2]([H:9])=[C:3]([O:5][C@:6]([H:10])([H:11])[H:12])[O:4][C@:14]([H:17])([H:18])[C@@:13]1([H:15])[H:16],C=C.C=CC(=O)OC,COC1=CCCCO1,2,[C:13](=[C:14](/[H:17])[H:18])(\[H:15])[H:16].[C:1](=[C:2](\[C:3](=[O:4])[O:5][C@:6]([H:10])([H:11])[H:12])[H:9])(\[H:7])[H:8],[C@:1]1([H:7])([H:8])[C:2]([H:9])=[C:3]([O:5][C@:6]([H:10])([H:11])[H:12])[O:4][C@:14]([H:17])([H:18])[C@@:13]1([H:15])[H:16]
13,[C:13](=[C:14](/[H:17])[H:18])(\[H:15])[H:16].[C:1](=[C:2](\[C:3](=[O:4])[O:5][C@:6]([H:10])([H:11])[H:12])[H:9])(\[H:7])[H:8]>>[C@@:1]([C:2](=[C:3]=[O:4])[H:9])([H:7])([H:8])[C@@:14]([C@:13]([O:5][C@:6]([H:10])([H:11])[H:12])([H:15])[H:16])([H:17])[H:18],C=C.C=CC(=O)OC,COCCCC=C=O,2,[C:13](=[C:14](/[H:17])[H:18])(\[H:15])[H:16].[C:1](=[C:2](\[C:3](=[O:4])[O:5][C@:6]([H:10])([H:11])[H:12])[H:9])(\[H:7])[H:8],[C@@:1]([C:2](=[C:3]=[O:4])[H:9])([H:7])([H:8])[C@@:14]([C@:13]([O:5][C@:6]([H:10])([H:11])[H:12])([H:15])[H:16])([H:17])[H:18]
14,[C:13](=[C:14](/[H:17])[H:18])(\[H:15])[H:16].[C:1](=[C:2](\[C:3](=[O:4])[O:5][C@:6]([H:10])([H:11])[H:12])[H:9])(\[H:7])[H:8]>>[C@:1]([C:2](=[C:3]=[O:4])[H:9])([H:7])([H:8])[C@:14]([C@@:13]([O:5][C@:6]([H:10])([H:11])[H:12])([H:15])[H:16])([H:17])[H:18],C=C.C=CC(=O)OC,COCCCC=C=O,2,[C:13](=[C:14](/[H:17])[H:18])(\[H:15])[H:16].[C:1](=[C:2](\[C:3](=[O:4])[O:5][C@:6]([H:10])([H:11])[H:12])[H:9])(\[H:7])[H:8],[C@:1]([C:2](=[C:3]=[O:4])[H:9])([H:7])([H:8])[C@:14]([C@@:13]([O:5][C@:6]([H:10])([H:11])[H:12])([H:15])[H:16])([H:17])[H:18]
15,[C:13](=[C:14](/[H:17])[H:18])(\[H:15])[H:16].[C:1](=[C:2](\[C:3](=[O:4])[O:5][C@:6]([H:10])([H:11])[H:12])[H:9])(\[H:7])[H:8]>>[C@:1]([C:2](=[C:3]=[O:4])[H:9])([H:7])([H:8])[C@:13]([C@@:14]([O:5][C@:6]([H:10])([H:11])[H:12])([H:17])[H:18])([H:15])[H:16],C=C.C=CC(=O)OC,COCCCC=C=O,2,[C:13](=[C:14](/[H:17])[H:18])(\[H:15])[H:16].[C:1](=[C:2](\[C:3](=[O:4])[O:5][C@:6]([H:10])([H:11])[H:12])[H:9])(\[H:7])[H:8],[C@:1]([C:2](=[C:3]=[O:4])[H:9])([H:7])([H:8])[C@:13]([C@@:14]([O:5][C@:6]([H:10])([H:11])[H:12])([H:17])[H:18])([H:15])[H:16]
16,[C:13](=[C:14](/[H:17])[H:18])(\[H:15])[H:16].[C:1](=[C:2](\[C:3](=[O:4])[O:5][C@:6]([H:10])([H:11])[H:12])[H:9])(\[H:7])[H:8]>>[C@@:1]1([H:7])([H:8])[C@:2]([C:3](=[O:4])[O:5][C@:6]([H:10])([H:11])[H:12])([H:9])[C@:14]([H:17])([H:18])[C@:13]1([H:15])[H:16],C=C.C=CC(=O)OC,COC(=O)C1CCC1,2,[C:13](=[C:14](/[H:17])[H:18])(\[H:15])[H:16].[C:1](=[C:2](\[C:3](=[O:4])[O:5][C@:6]([H:10])([H:11])[H:12])[H:9])(\[H:7])[H:8],[C@@:1]1([H:7])([H:8])[C@:2]([C:3](=[O:4])[O:5][C@:6]([H:10])([H:11])[H:12])([H:9])[C@:14]([H:17])([H:18])[C@:13]1([H:15])[H:16]
17,[C:13](=[C:14](/[H:17])[H:18])(\[H:15])[H:16].[C:1](=[C:2](\[C:3](=[O:4])[O:5][C@:6]([H:10])([H:11])[H:12])[H:9])(\[H:7])[H:8]>>[C@@:1]1([H:7])([H:8])[C@:2]([C:3](=[O:4])[O:5][C@:6]([H:10])([H:11])[H:12])([H:9])[C@@:14]([H:17])([H:18])[C@:13]1([H:15])[H:16],C=C.C=CC(=O)OC,COC(=O)C1CCC1,2,[C:13](=[C:14](/[H:17])[H:18])(\[H:15])[H:16].[C:1](=[C:2](\[C:3](=[O:4])[O:5][C@:6]([H:10])([H:11])[H:12])[H:9])(\[H:7])[H:8],[C@@:1]1([H:7])([H:8])[C@:2]([C:3](=[O:4])[O:5][C@:6]([H:10])([H:11])[H:12])([H:9])[C@@:14]([H:17])([H:18])[C@:13]1([H:15])[H:16]
18,[C:13](=[C:14](/[H:17])[H:18])(\[H:15])[H:16].[C:1](=[C:2](\[C:3](=[O:4])[O:5][C@:6]([H:10])([H:11])[H:12])[H:9])(\[H:7])[H:8]>>[C:13](=[C:14](\[H:17])[H:18])(\[H:15])[H:16].[C:1](=[C:2](/[C:3](=[O:4])[O:5][C@:6]([H:10])([H:11])[H:12])[H:9])(\[H:7])[H:8],C=C.C=CC(=O)OC,C=C.C=CC(=O)OC,2,[C:13](=[C:14](/[H:17])[H:18])(\[H:15])[H:16].[C:1](=[C:2](\[C:3](=[O:4])[O:5][C@:6]([H:10])([H:11])[H:12])[H:9])(\[H:7])[H:8],[C:13](=[C:14](\[H:17])[H:18])(\[H:15])[H:16].[C:1](=[C:2](/[C:3](=[O:4])[O:5][C@:6]([H:10])([H:11])[H:12])[H:9])(\[H:7])[H:8]
19,[C:13](=[C:14](/[H:17])[H:18])(\[H:15])[H:16].[C:1](=[C:2](\[C:3](=[O:4])[O:5][C@:6]([H:10])([H:11])[H:12])[H:9])(\[H:7])[H:8]>>[C@@:1]1([H:7])([H:8])[C@@:2]([C:3](=[O:4])[O:5][C@:6]([H:10])([H:11])[H:12])([H:9])[C@:14]([H:17])([H:18])[C@:13]1([H:15])[H:16],C=C.C=CC(=O)OC,COC(=O)C1CCC1,2,[C:13](=[C:14](/[H:17])[H:18])(\[H:15])[H:16].[C:1](=[C:2](\[C:3](=[O:4])[O:5][C@:6]([H:10])([H:11])[H:12])[H:9])(\[H:7])[H:8],[C@@:1]1([H:7])([H:8])[C@@:2]([C:3](=[O:4])[O:5][C@:6]([H:10])([H:11])[H:12])([H:9])[C@:14]([H:17])([H:18])[C@:13]1([H:15])[H:16]
20,[C:13](=[C:14](\[H:17])[H:18])(\[H:15])[H:16].[C:1](=[C:2](/[C:3](=[O:4])[O:5][C@:6]([H:10])([H:11])[H:12])[H:9])(\[H:7])[H:8]>>[C@@:1]1([H:7])([H:8])[C@:2]([C:3](=[O:4])[O:5][C@:6]([H:10])([H:11])[H:12])([H:9])[C@:14]([H:17])([H:18])[C@:13]1([H:15])[H:16],C=C.C=CC(=O)OC,COC(=O)C1CCC1,1,[C:13](=[C:14](\[H:17])[H:18])(\[H:15])[H:16].[C:1](=[C:2](/[C:3](=[O:4])[O:5][C@:6]([H:10])([H:11])[H:12])[H:9])(\[H:7])[H:8],[C@@:1]1([H:7])([H:8])[C@:2]([C:3](=[O:4])[O:5][C@:6]([H:10])([H:11])[H:12])([H:9])[C@:14]([H:17])([H:18])[C@:13]1([H:15])[H:16]
21,[C:13](=[C:14](/[H:17])[H:18])(\[H:15])[H:16].[C:1](=[C:2](\[C:3](=[O:4])[O:5][C@:6]([H:10])([H:11])[H:12])[H:9])(\[H:7])[H:8]>>[C@@:1]([C:2](=[C:3]=[O:4])[H:9])([H:7])([H:8])[C@:13]([C@@:14]([H:11])([H:17])[H:18])([H:15])[H:16].[O:5]=[C:6]([H:10])[H:12],C=C.C=CC(=O)OC,C=O.CCCC=C=O,1,[C:13](=[C:14](/[H:17])[H:18])(\[H:15])[H:16].[C:1](=[C:2](\[C:3](=[O:4])[O:5][C@:6]([H:10])([H:11])[H:12])[H:9])(\[H:7])[H:8],[C@@:1]([C:2](=[C:3]=[O:4])[H:9])([H:7])([H:8])[C@:13]([C@@:14]([H:11])([H:17])[H:18])([H:15])[H:16].[O:5]=[C:6]([H:10])[H:12]
22,[C:13](=[C:14](/[H:17])[H:18])(\[H:15])[H:16].[C:1](=[C:2](\[C:3](=[O:4])[O:5][C@:6]([H:10])([H:11])[H:12])[H:9])(\[H:7])[H:8]>>[C@@:1]([C:2](=[C:3]=[O:4])[H:9])([H:7])([H:8])[C@:13]([C@@:14]([H:12])([H:17])[H:18])([H:15])[H:16].[O:5]=[C:6]([H:10])[H:11],C=C.C=CC(=O)OC,C=O.CCCC=C=O,1,[C:13](=[C:14](/[H:17])[H:18])(\[H:15])[H:16].[C:1](=[C:2](\[C:3](=[O:4])[O:5][C@:6]([H:10])([H:11])[H:12])[H:9])(\[H:7])[H:8],[C@@:1]([C:2](=[C:3]=[O:4])[H:9])([H:7])([H:8])[C@:13]([C@@:14]([H:12])([H:17])[H:18])([H:15])[H:16].[O:5]=[C:6]([H:10])[H:11]
23,[C:13](=[C:14](/[H:17])[H:18])(\[H:15])[H:16].[C:1](=[C:2](\[C:3](=[O:4])[O:5][C@:6]([H:10])([H:11])[H:12])[H:9])(\[H:7])[H:8]>>[C@@:1]([C:2](=[C:3]=[O:4])[H:9])([H:7])([H:8])[C@:13]([C@@:14]([O:5][C@:6]([H:10])([H:11])[H:12])([H:17])[H:18])([H:15])[H:16],C=C.C=CC(=O)OC,COCCCC=C=O,1,[C:13](=[C:14](/[H:17])[H:18])(\[H:15])[H:16].[C:1](=[C:2](\[C:3](=[O:4])[O:5][C@:6]([H:10])([H:11])[H:12])[H:9])(\[H:7])[H:8],[C@@:1]([C:2](=[C:3]=[O:4])[H:9])([H:7])([H:8])[C@:13]([C@@:14]([O:5][C@:6]([H:10])([H:11])[H:12])([H:17])[H:18])([H:15])[H:16]
24,[C:13](=[C:14](/[H:17])[H:18])(\[H:15])[H:16].[C:1](=[C:2](\[C:3](=[O:4])[O:5][C@:6]([H:10])([H:11])[H:12])[H:9])(\[H:7])[H:8]>>[C@@:1]([C:2](=[C:3]=[O:4])[H:9])([H:7])([H:8])[C@@:13]([C@:14]([H:12])([H:17])[H:18])([H:15])[H:16].[O:5]=[C:6]([H:10])[H:11],C=C.C=CC(=O)OC,C=O.CCCC=C=O,1,[C:13](=[C:14](/[H:17])[H:18])(\[H:15])[H:16].[C:1](=[C:2](\[C:3](=[O:4])[O:5][C@:6]([H:10])([H:11])[H:12])[H:9])(\[H:7])[H:8],[C@@:1]([C:2](=[C:3]=[O:4])[H:9])([H:7])([H:8])[C@@:13]([C@:14]([H:12])([H:17])[H:18])([H:15])[H:16].[O:5]=[C:6]([H:10])[H:11]
25,[C:13](=[C:14](/[H:17])[H:18])(\[H:15])[H:16].[C:1](=[C:2](\[C:3](=[O:4])[O:5][C@:6]([H:10])([H:11])[H:12])[H:9])(\[H:7])[H:8]>>[C@@:1]([C:2](=[C:3]=[O:4])[H:9])([H:7])([H:8])[C@@:13]([C@:14]([O:5][C@:6]([H:10])([H:11])[H:12])([H:17])[H:18])([H:15])[H:16],C=C.C=CC(=O)OC,COCCCC=C=O,1,[C:13](=[C:14](/[H:17])[H:18])(\[H:15])[H:16].[C:1](=[C:2](\[C:3](=[O:4])[O:5][C@:6]([H:10])([H:11])[H:12])[H:9])(\[H:7])[H:8],[C@@:1]([C:2](=[C:3]=[O:4])[H:9])([H:7])([H:8])[C@@:13]([C@:14]([O:5][C@:6]([H:10])([H:11])[H:12])([H:17])[H:18])([H:15])[H:16]
26,[C:13](=[C:14](\[H:17])[H:18])(\[H:15])[H:16].[C:1](=[C:2](\[C:3](=[O:4])[O:5][C@:6]([H:10])([H:11])[H:12])[H:9])(\[H:7])[H:8]>>[C:13](=[C:14](/[H:17])[H:18])(\[H:15])[H:16].[C:1](=[C:2](\[C:3](=[O:4])[O:5][C@:6]([H:10])([H:11])[H:12])[H:9])(\[H:7])[H:8],C=C.C=CC(=O)OC,C=C.C=CC(=O)OC,1,[C:13](=[C:14](\[H:17])[H:18])(\[H:15])[H:16].[C:1](=[C:2](\[C:3](=[O:4])[O:5][C@:6]([H:10])([H:11])[H:12])[H:9])(\[H:7])[H:8],[C:13](=[C:14](/[H:17])[H:18])(\[H:15])[H:16].[C:1](=[C:2](\[C:3](=[O:4])[O:5][C@:6]([H:10])([H:11])[H:12])[H:9])(\[H:7])[H:8]
27,[C:13](=[C:14](\[H:17])[H:18])(\[H:15])[H:16].[C:1](=[C:2](/[C:3](=[O:4])[O:5][C@:6]([H:10])([H:11])[H:12])[H:9])(\[H:7])[H:8]>>[C@@:1]1([H:7])([H:8])[C@:2]([C:3](=[O:4])[O:5][C@:6]([H:10])([H:11])[H:12])([H:9])[C@@:13]([H:15])([H:16])[C@@:14]1([H:17])[H:18],C=C.C=CC(=O)OC,COC(=O)C1CCC1,1,[C:13](=[C:14](\[H:17])[H:18])(\[H:15])[H:16].[C:1](=[C:2](/[C:3](=[O:4])[O:5][C@:6]([H:10])([H:11])[H:12])[H:9])(\[H:7])[H:8],[C@@:1]1([H:7])([H:8])[C@:2]([C:3](=[O:4])[O:5][C@:6]([H:10])([H:11])[H:12])([H:9])[C@@:13]([H:15])([H:16])[C@@:14]1([H:17])[H:18]
28,[C:13](=[C:14](/[H:17])[H:18])(\[H:15])[H:16].[C:1](=[C:2](\[C:3](=[O:4])[O:5][C@:6]([H:10])([H:11])[H:12])[H:9])(\[H:7])[H:8]>>[C@@:1]([C:2](=[C:3]=[O:4])[H:9])([H:7])([H:8])[C@@:13]([C@@:14]([O:5][C@:6]([H:10])([H:11])[H:12])([H:17])[H:18])([H:15])[H:16],C=C.C=CC(=O)OC,COCCCC=C=O,1,[C:13](=[C:14](/[H:17])[H:18])(\[H:15])[H:16].[C:1](=[C:2](\[C:3](=[O:4])[O:5][C@:6]([H:10])([H:11])[H:12])[H:9])(\[H:7])[H:8],[C@@:1]([C:2](=[C:3]=[O:4])[H:9])([H:7])([H:8])[C@@:13]([C@@:14]([O:5][C@:6]([H:10])([H:11])[H:12])([H:17])[H:18])([H:15])[H:16]
29,[C:13](=[C:14](\[H:17])[H:18])(\[H:15])[H:16].[C:1](=[C:2](/[C:3](=[O:4])[O:5][C@:6]([H:10])([H:11])[H:12])[H:9])(\[H:7])[H:8]>>[C@:1]1([H:7])([H:8])[C@:2]([C:3](=[O:4])[O:5][C@:6]([H:10])([H:11])[H:12])([H:9])[C@@:13]([H:15])([H:16])[C@:14]1([H:17])[H:18],C=C.C=CC(=O)OC,COC(=O)C1CCC1,1,[C:13](=[C:14](\[H:17])[H:18])(\[H:15])[H:16].[C:1](=[C:2](/[C:3](=[O:4])[O:5][C@:6]([H:10])([H:11])[H:12])[H:9])(\[H:7])[H:8],[C@:1]1([H:7])([H:8])[C@:2]([C:3](=[O:4])[O:5][C@:6]([H:10])([H:11])[H:12])([H:9])[C@@:13]([H:15])([H:16])[C@:14]1([H:17])[H:18]
30,[C:13](=[C:14](\[H:17])[H:18])(\[H:15])[H:16].[C:1](=[C:2](/[C:3](=[O:4])[O:5][C@:6]([H:10])([H:11])[H:12])[H:9])(\[H:7])[H:8]>>[C@:1]([C:2](=[C:3]=[O:4])[H:9])([H:7])([H:8])[C@@:13]([C@@:14]([O:5][C@:6]([H:10])([H:11])[H:12])([H:17])[H:18])([H:15])[H:16],C=C.C=CC(=O)OC,COCCCC=C=O,1,[C:13](=[C:14](\[H:17])[H:18])(\[H:15])[H:16].[C:1](=[C:2](/[C:3](=[O:4])[O:5][C@:6]([H:10])([H:11])[H:12])[H:9])(\[H:7])[H:8],[C@:1]([C:2](=[C:3]=[O:4])[H:9])([H:7])([H:8])[C@@:13]([C@@:14]([O:5][C@:6]([H:10])([H:11])[H:12])([H:17])[H:18])([H:15])[H:16]
31,[C:13](=[C:14](/[H:17])[H:18])(\[H:15])[H:16].[C:1](=[C:2](\[C:3](=[O:4])[O:5][C@:6]([H:10])([H:11])[H:12])[H:9])(\[H:7])[H:8]>>[C@@:1]([C:2](=[C:3]=[O:4])[H:9])([H:7])([H:8])[C@@:14]([C@:13]([H:11])([H:15])[H:16])([H:17])[H:18].[O:5]=[C:6]([H:10])[H:12],C=C.C=CC(=O)OC,C=O.CCCC=C=O,1,[C:13](=[C:14](/[H:17])[H:18])(\[H:15])[H:16].[C:1](=[C:2](\[C:3](=[O:4])[O:5][C@:6]([H:10])([H:11])[H:12])[H:9])(\[H:7])[H:8],[C@@:1]([C:2](=[C:3]=[O:4])[H:9])([H:7])([H:8])[C@@:14]([C@:13]([H:11])([H:15])[H:16])([H:17])[H:18].[O:5]=[C:6]([H:10])[H:12]
