,Reactions,Reactants_canonical,Products_canonical,counts,reactant_smiles_am,product_smiles_am
50,[C:1](=[C:2](\[C:3](=[O:4])[O:5][C@:6]([H:10])([H:11])[H:12])[H:9])(\[H:7])[H:8].[P:13]([H:14])([H:15])[H:16]>>[C-:1]([C:2]([H:9])=[P:13]([H:14])([H:15])[H:16])([H:7])[H:8].[C:3](#[O+:4])[O:5][C-:6]([H:10])[H:12].[H+:11],C=CC(=O)OC.P,[CH2-]C=[PH3].[CH2-]OC#[O+].[H+],1.0,[C:1](=[C:2](\[C:3](=[O:4])[O:5][C@:6]([H:10])([H:11])[H:12])[H:9])(\[H:7])[H:8].[P:13]([H:14])([H:15])[H:16],[C-:1]([C:2]([H:9])=[P:13]([H:14])([H:15])[H:16])([H:7])[H:8].[C:3](#[O+:4])[O:5][C-:6]([H:10])[H:12].[H+:11]
51,[C:1](=[C:2](\[C:3](=[O:4])[O:5][C@:6]([H:10])([H:11])[H:12])[H:9])(\[H:7])[H:8].[P:13]([H:14])([H:15])[H:16]>>[C-:3](=[O+:4]\[P:13]([H:15])[H:16])\[O:5][C@:6]([H:10])([H:11])[H:12].[C:1](=[C:2](\[H:9])[H:14])(\[H:7])[H:8],C=CC(=O)OC.P,C=C.CO/[C-]=[O+]\P,1.0,[C:1](=[C:2](\[C:3](=[O:4])[O:5][C@:6]([H:10])([H:11])[H:12])[H:9])(\[H:7])[H:8].[P:13]([H:14])([H:15])[H:16],[C-:3](=[O+:4]\[P:13]([H:15])[H:16])\[O:5][C@:6]([H:10])([H:11])[H:12].[C:1](=[C:2](\[H:9])[H:14])(\[H:7])[H:8]
52,[C:1](=[C:2](\[C:3](=[O:4])[O:5][C@:6]([H:10])([H:11])[H:12])[H:9])(\[H:7])[H:8].[P:13]([H:14])([H:15])[H:16]>>[C-:3]([O-:4])([O:5][C@:6]([H:10])([H:12])[P@@+:13]([H:7])([H:14])[H:15])[H:16].[C:1](#[C:2][H:9])[H:8].[H+:11],C=CC(=O)OC.P,C#C.[H+].[O-][CH-]OC[P@@H3+],1.0,[C:1](=[C:2](\[C:3](=[O:4])[O:5][C@:6]([H:10])([H:11])[H:12])[H:9])(\[H:7])[H:8].[P:13]([H:14])([H:15])[H:16],[C-:3]([O-:4])([O:5][C@:6]([H:10])([H:12])[P@@+:13]([H:7])([H:14])[H:15])[H:16].[C:1](#[C:2][H:9])[H:8].[H+:11]
53,[C:1](=[C:2](\[C:3](=[O:4])[O:5][C@:6]([H:10])([H:11])[H:12])[H:9])(\[H:7])[H:8].[P:13]([H:14])([H:15])[H:16]>>[C:1](=[C-:2]/[H:9])(\[H:7])[H:8].[C:3](#[O+:4])[O:5][C-:6]([H:10])[H:12].[H:11][P+:13]([H:14])([H:15])[H:16],C=CC(=O)OC.P,[CH2-]OC#[O+].[H][C-]=C.[PH4+],1.0,[C:1](=[C:2](\[C:3](=[O:4])[O:5][C@:6]([H:10])([H:11])[H:12])[H:9])(\[H:7])[H:8].[P:13]([H:14])([H:15])[H:16],[C:1](=[C-:2]/[H:9])(\[H:7])[H:8].[C:3](#[O+:4])[O:5][C-:6]([H:10])[H:12].[H:11][P+:13]([H:14])([H:15])[H:16]
54,[C:1](=[C:2](\[C:3](=[O:4])[O:5][C@:6]([H:10])([H:11])[H:12])[H:9])(\[H:7])[H:8].[P:13]([H:14])([H:15])[H:16]>>[C@:1](/[C:2](=[C:3](\[O:4][P:13]([H:14])[H:15])[O:5][C@:6]([H:10])([H:11])[H:12])[H:9])([H:7])([H:8])[H:16],C=CC(=O)OC.P,C/C=C(/OC)OP,1.0,[C:1](=[C:2](\[C:3](=[O:4])[O:5][C@:6]([H:10])([H:11])[H:12])[H:9])(\[H:7])[H:8].[P:13]([H:14])([H:15])[H:16],[C@:1](/[C:2](=[C:3](\[O:4][P:13]([H:14])[H:15])[O:5][C@:6]([H:10])([H:11])[H:12])[H:9])([H:7])([H:8])[H:16]
55,[C:1](=[C:2](\[C:3](=[O:4])[O:5][C@:6]([H:10])([H:11])[H:12])[H:9])(\[H:7])[H:8].[P:13]([H:14])([H:15])[H:16]>>[C:1](=[C:2](/[C:3](=[O:4])[O:5][C@:6]([H:10])([H:11])[H:12])[H:9])(\[H:7])[H:8].[P:13]([H:14])([H:15])[H:16],C=CC(=O)OC.P,C=CC(=O)OC.P,1.0,[C:1](=[C:2](\[C:3](=[O:4])[O:5][C@:6]([H:10])([H:11])[H:12])[H:9])(\[H:7])[H:8].[P:13]([H:14])([H:15])[H:16],[C:1](=[C:2](/[C:3](=[O:4])[O:5][C@:6]([H:10])([H:11])[H:12])[H:9])(\[H:7])[H:8].[P:13]([H:14])([H:15])[H:16]
56,[C:1](=[C:2](\[C:3](=[O:4])[O:5][C@:6]([H:10])([H:11])[H:12])[H:9])(\[H:7])[H:8].[P:13]([H:14])([H:15])[H:16]>>[C:1](=[C:2](/[C:3](=[O:4])[O:5][C@:6]([H:7])([H:10])[H:11])[H:9])(\[H:8])[H:12].[P:13]([H:14])([H:15])[H:16],C=CC(=O)OC.P,C=CC(=O)OC.P,1.0,[C:1](=[C:2](\[C:3](=[O:4])[O:5][C@:6]([H:10])([H:11])[H:12])[H:9])(\[H:7])[H:8].[P:13]([H:14])([H:15])[H:16],[C:1](=[C:2](/[C:3](=[O:4])[O:5][C@:6]([H:7])([H:10])[H:11])[H:9])(\[H:8])[H:12].[P:13]([H:14])([H:15])[H:16]
57,[C:1](=[C:2](\[C:3](=[O:4])[O:5][C@:6]([H:10])([H:11])[H:12])[H:9])(\[H:7])[H:8].[P:13]([H:14])([H:15])[H:16]>>[C:1](=[C:2](/[C:3](=[O:4])[O:5][C@@:6]([H:7])([H:10])[H:12])[H:9])(\[H:8])[H:11].[P:13]([H:14])([H:15])[H:16],C=CC(=O)OC.P,C=CC(=O)OC.P,1.0,[C:1](=[C:2](\[C:3](=[O:4])[O:5][C@:6]([H:10])([H:11])[H:12])[H:9])(\[H:7])[H:8].[P:13]([H:14])([H:15])[H:16],[C:1](=[C:2](/[C:3](=[O:4])[O:5][C@@:6]([H:7])([H:10])[H:12])[H:9])(\[H:8])[H:11].[P:13]([H:14])([H:15])[H:16]
58,[C:1](=[C:2](\[C:3](=[O:4])[O:5][C@:6]([H:10])([H:11])[H:12])[H:9])(\[H:7])[H:8].[P:13]([H:14])([H:15])[H:16]>>[C:1](=[C:2](/[C:3]([O-:4])=[P:13]([H:14])([H:15])[H:16])[C:6](=[O:5])[H:12])(\[H:7])[H:8].[H+:9].[H:10][H:11],C=CC(=O)OC.P,C=C(C=O)C([O-])=[PH3].[H+].[H][H],1.0,[C:1](=[C:2](\[C:3](=[O:4])[O:5][C@:6]([H:10])([H:11])[H:12])[H:9])(\[H:7])[H:8].[P:13]([H:14])([H:15])[H:16],[C:1](=[C:2](/[C:3]([O-:4])=[P:13]([H:14])([H:15])[H:16])[C:6](=[O:5])[H:12])(\[H:7])[H:8].[H+:9].[H:10][H:11]
59,[C:1](=[C:2](\[C:3](=[O:4])[O:5][C@:6]([H:10])([H:11])[H:12])[H:9])(\[H:7])[H:8].[P:13]([H:14])([H:15])[H:16]>>[C:1](=[C:2](/[C@@:6]([O:5][C:3]([O-:4])=[P:13]([H:14])([H:15])[H:16])([H:10])[H:12])[H:9])(\[H:7])[H:8].[H+:11],C=CC(=O)OC.P,C=CCOC([O-])=[PH3].[H+],1.0,[C:1](=[C:2](\[C:3](=[O:4])[O:5][C@:6]([H:10])([H:11])[H:12])[H:9])(\[H:7])[H:8].[P:13]([H:14])([H:15])[H:16],[C:1](=[C:2](/[C@@:6]([O:5][C:3]([O-:4])=[P:13]([H:14])([H:15])[H:16])([H:10])[H:12])[H:9])(\[H:7])[H:8].[H+:11]
60,[C:1](=[C:2](\[C:3](=[O:4])[O:5][C@:6]([H:10])([H:11])[H:12])[H:9])(\[H:7])[H:8].[P:13]([H:14])([H:15])[H:16]>>[C:1](=[C:2](/[H:7])[H:15])(\[H:8])[H:9].[C:3]1([O-:4])=[P:13]([H:14])([H:16])[C@:6]([H:10])([H:11])[O:5]1.[H+:12],C=CC(=O)OC.P,C=C.[H+].[O-]C1=[PH2]CO1,1.0,[C:1](=[C:2](\[C:3](=[O:4])[O:5][C@:6]([H:10])([H:11])[H:12])[H:9])(\[H:7])[H:8].[P:13]([H:14])([H:15])[H:16],[C:1](=[C:2](/[H:7])[H:15])(\[H:8])[H:9].[C:3]1([O-:4])=[P:13]([H:14])([H:16])[C@:6]([H:10])([H:11])[O:5]1.[H+:12]
61,[C:1](=[C:2](\[C:3](=[O:4])[O:5][C@:6]([H:10])([H:11])[H:12])[H:9])(\[H:7])[H:8].[P:13]([H:14])([H:15])[H:16]>>[C:1](=[C:2](\[C:3](=[O:4])[O:5][C@:6]([H:8])([H:11])[H:12])[H:9])(\[H:7])[H:10].[P:13]([H:14])([H:15])[H:16],C=CC(=O)OC.P,C=CC(=O)OC.P,1.0,[C:1](=[C:2](\[C:3](=[O:4])[O:5][C@:6]([H:10])([H:11])[H:12])[H:9])(\[H:7])[H:8].[P:13]([H:14])([H:15])[H:16],[C:1](=[C:2](\[C:3](=[O:4])[O:5][C@:6]([H:8])([H:11])[H:12])[H:9])(\[H:7])[H:10].[P:13]([H:14])([H:15])[H:16]
62,[C:1](=[C:2](\[C:3](=[O:4])[O:5][C@:6]([H:10])([H:11])[H:12])[H:9])(\[H:7])[H:8].[P:13]([H:14])([H:15])[H:16]>>[C:1](=[C:2](\[O:4][C@@:3]([O:5][C@:6]([H:10])([H:11])[H:12])([P:13]([H:14])[H:15])[H:16])[H:9])(\[H:7])[H:8],C=CC(=O)OC.P,C=CO[C@H](P)OC,1.0,[C:1](=[C:2](\[C:3](=[O:4])[O:5][C@:6]([H:10])([H:11])[H:12])[H:9])(\[H:7])[H:8].[P:13]([H:14])([H:15])[H:16],[C:1](=[C:2](\[O:4][C@@:3]([O:5][C@:6]([H:10])([H:11])[H:12])([P:13]([H:14])[H:15])[H:16])[H:9])(\[H:7])[H:8]
63,[C:1](=[C:2](\[C:3](=[O:4])[O:5][C@:6]([H:10])([H:11])[H:12])[H:9])(\[H:7])[H:8].[P:13]([H:14])([H:15])[H:16]>>[C:1](=[C:2]=[C:3]=[O:4])(\[H:7])[H:9].[H+:10].[O:5]([C-:6]([H:11])[H:12])[H:8].[P:13]([H:14])([H:15])[H:16],C=CC(=O)OC.P,C=C=C=O.P.[CH2-]O.[H+],1.0,[C:1](=[C:2](\[C:3](=[O:4])[O:5][C@:6]([H:10])([H:11])[H:12])[H:9])(\[H:7])[H:8].[P:13]([H:14])([H:15])[H:16],[C:1](=[C:2]=[C:3]=[O:4])(\[H:7])[H:9].[H+:10].[O:5]([C-:6]([H:11])[H:12])[H:8].[P:13]([H:14])([H:15])[H:16]
64,[C:1](=[C:2](\[C:3](=[O:4])[O:5][C@:6]([H:10])([H:11])[H:12])[H:9])(\[H:7])[H:8].[P:13]([H:14])([H:15])[H:16]>>[C:1](=[C:2]=[C:3]=[O:4])(\[H:8])[H:9].[H+:7].[O:5]([C-:6]([H:10])[H:12])[H:11].[P:13]([H:14])([H:15])[H:16],C=CC(=O)OC.P,C=C=C=O.P.[CH2-]O.[H+],1.0,[C:1](=[C:2](\[C:3](=[O:4])[O:5][C@:6]([H:10])([H:11])[H:12])[H:9])(\[H:7])[H:8].[P:13]([H:14])([H:15])[H:16],[C:1](=[C:2]=[C:3]=[O:4])(\[H:8])[H:9].[H+:7].[O:5]([C-:6]([H:10])[H:12])[H:11].[P:13]([H:14])([H:15])[H:16]
65,[C:1](=[C:2](\[C:3](=[O:4])[O:5][C@:6]([H:10])([H:11])[H:12])[H:9])(\[H:7])[H:8].[P:13]([H:14])([H:15])[H:16]>>[C:1]([C-:2](/[C:3]([O-:4])=[O+:5]/[C@:6]([H:10])([H:11])[H:12])[H:9])([H:7])=[P:13]([H:8])([H:15])[H:16].[H+:14],C=CC(=O)OC.P,C/[O+]=C(\[O-])[CH-]C=[PH3].[H+],1.0,[C:1](=[C:2](\[C:3](=[O:4])[O:5][C@:6]([H:10])([H:11])[H:12])[H:9])(\[H:7])[H:8].[P:13]([H:14])([H:15])[H:16],[C:1]([C-:2](/[C:3]([O-:4])=[O+:5]/[C@:6]([H:10])([H:11])[H:12])[H:9])([H:7])=[P:13]([H:8])([H:15])[H:16].[H+:14]
66,[C:1](=[C:2](\[C:3](=[O:4])[O:5][C@:6]([H:10])([H:11])[H:12])[H:9])(\[H:7])[H:8].[P:13]([H:14])([H:15])[H:16]>>[C:1]1([H:10])=[C:2]([H:9])[C:3](=[O:4])[O:5][C@:6]1([H:11])[H:12].[H:7][H:15].[H:8][P:13]([H:14])[H:16],C=CC(=O)OC.P,O=C1C=CCO1.P.[H][H],1.0,[C:1](=[C:2](\[C:3](=[O:4])[O:5][C@:6]([H:10])([H:11])[H:12])[H:9])(\[H:7])[H:8].[P:13]([H:14])([H:15])[H:16],[C:1]1([H:10])=[C:2]([H:9])[C:3](=[O:4])[O:5][C@:6]1([H:11])[H:12].[H:7][H:15].[H:8][P:13]([H:14])[H:16]
67,[C:1](=[C:2](\[C:3](=[O:4])[O:5][C@:6]([H:10])([H:11])[H:12])[H:9])(\[H:7])[H:8].[P:13]([H:14])([H:15])[H:16]>>[C@:1](/[C:2](=[C:3](/[O:4][P:13]([H:15])[H:16])[O:5][C@:6]([H:10])([H:11])[H:12])[H:9])([H:7])([H:8])[H:14],C=CC(=O)OC.P,C/C=C(\OC)OP,1.0,[C:1](=[C:2](\[C:3](=[O:4])[O:5][C@:6]([H:10])([H:11])[H:12])[H:9])(\[H:7])[H:8].[P:13]([H:14])([H:15])[H:16],[C@:1](/[C:2](=[C:3](/[O:4][P:13]([H:15])[H:16])[O:5][C@:6]([H:10])([H:11])[H:12])[H:9])([H:7])([H:8])[H:14]
68,[C:1](=[C:2](\[C:3](=[O:4])[O:5][C@:6]([H:10])([H:11])[H:12])[H:9])(\[H:7])[H:8].[P:13]([H:14])([H:15])[H:16]>>[C@:1](/[C:2](=[C:3](\[O:4][H:14])[O:5][C@:6]([H:10])([H:11])[H:12])[H:9])([H:7])([H:8])[P:13]([H:15])[H:16],C=CC(=O)OC.P,CO/C(O)=C/CP,1.0,[C:1](=[C:2](\[C:3](=[O:4])[O:5][C@:6]([H:10])([H:11])[H:12])[H:9])(\[H:7])[H:8].[P:13]([H:14])([H:15])[H:16],[C@:1](/[C:2](=[C:3](\[O:4][H:14])[O:5][C@:6]([H:10])([H:11])[H:12])[H:9])([H:7])([H:8])[P:13]([H:15])[H:16]
69,[C:1](=[C:2](\[C:3](=[O:4])[O:5][C@:6]([H:8])([H:11])[H:12])[H:9])(\[H:7])[H:10].[P:13]([H:14])([H:15])[H:16]>>[C@:1]([C:2](=[C:3]=[O:4])[H:9])([H:7])([H:8])[H:10].[O:5]=[C:6]([H:11])[H:12].[P:13]([H:14])([H:15])[H:16],C=CC(=O)OC.P,C=O.CC=C=O.P,1.0,[C:1](=[C:2](\[C:3](=[O:4])[O:5][C@:6]([H:8])([H:11])[H:12])[H:9])(\[H:7])[H:10].[P:13]([H:14])([H:15])[H:16],[C@:1]([C:2](=[C:3]=[O:4])[H:9])([H:7])([H:8])[H:10].[O:5]=[C:6]([H:11])[H:12].[P:13]([H:14])([H:15])[H:16]
70,[C:1](=[C:2](/[C:3](=[O:4])[O:5][C@:6]([H:10])([H:11])[H:12])[H:9])(\[H:7])[H:8].[P:13]([H:14])([H:15])[H:16]>>[C:1](=[C:2](\[C:3](=[O:4])[O:5][C@:6]([H:10])([H:11])[H:12])[H:9])(\[H:7])[H:8].[P:13]([H:14])([H:15])[H:16],C=CC(=O)OC.P,C=CC(=O)OC.P,0.0,[C:1](=[C:2](/[C:3](=[O:4])[O:5][C@:6]([H:10])([H:11])[H:12])[H:9])(\[H:7])[H:8].[P:13]([H:14])([H:15])[H:16],[C:1](=[C:2](\[C:3](=[O:4])[O:5][C@:6]([H:10])([H:11])[H:12])[H:9])(\[H:7])[H:8].[P:13]([H:14])([H:15])[H:16]
