,Reactions,Reactants_canonical,Products_canonical,counts,reactant_smiles_am,product_smiles_am
10,[C:1](=[C:2](\[C:3](=[O:4])[O:5][C@:6]([H:10])([H:11])[H:12])[H:9])(\[H:7])[H:8].[S:13]([C@:14]([H:16])([H:17])[H:18])[C@:15]([H:19])([H:20])[H:21]>>[C@@:1]([C:2](=[C:3]=[O:4])[H:9])([H:7])([H:8])[S:13][C@:15]([H:19])([H:20])[H:21].[O:5]([C@:6]([H:10])([H:11])[H:12])[C@:14]([H:16])([H:17])[H:18],C=CC(=O)OC.CSC,COC.CSCC=C=O,1.0,[C:1](=[C:2](\[C:3](=[O:4])[O:5][C@:6]([H:10])([H:11])[H:12])[H:9])(\[H:7])[H:8].[S:13]([C@:14]([H:16])([H:17])[H:18])[C@:15]([H:19])([H:20])[H:21],[C@@:1]([C:2](=[C:3]=[O:4])[H:9])([H:7])([H:8])[S:13][C@:15]([H:19])([H:20])[H:21].[O:5]([C@:6]([H:10])([H:11])[H:12])[C@:14]([H:16])([H:17])[H:18]
11,[C:1](=[C:2](\[C:3](=[O:4])[O:5][C@:6]([H:10])([H:11])[H:12])[H:9])(\[H:7])[H:8].[S:13]([C@:14]([H:16])([H:17])[H:18])[C@:15]([H:19])([H:20])[H:21]>>[C@:1](/[C:2](=[C:3]([O-:4])/[O+:5]=[C:6](/[H:10])[H:11])[H:9])([H:7])([H:8])[S:13][C@:14]([H:16])([H:17])[H:18].[H:12][C:15]([H:19])([H:20])[H:21],C=CC(=O)OC.CSC,C.C=[O+]/C([O-])=C/CSC,1.0,[C:1](=[C:2](\[C:3](=[O:4])[O:5][C@:6]([H:10])([H:11])[H:12])[H:9])(\[H:7])[H:8].[S:13]([C@:14]([H:16])([H:17])[H:18])[C@:15]([H:19])([H:20])[H:21],[C@:1](/[C:2](=[C:3]([O-:4])/[O+:5]=[C:6](/[H:10])[H:11])[H:9])([H:7])([H:8])[S:13][C@:14]([H:16])([H:17])[H:18].[H:12][C:15]([H:19])([H:20])[H:21]
12,[C:1](=[C:2](\[C:3](=[O:4])[O:5][C@:6]([H:10])([H:11])[H:12])[H:9])(\[H:7])[H:8].[S:13]([C@:14]([H:16])([H:17])[H:18])[C@:15]([H:19])([H:20])[H:21]>>[C:1](=[C:2](\[C@@:3]([O:4][H:20])([O:5][C@:6]([H:10])([H:11])[H:12])[S@@+:13]([C@:14]([H:16])([H:17])[H:18])[C-:15]([H:19])[H:21])[H:9])(\[H:7])[H:8],C=CC(=O)OC.CSC,C=C[C@@](O)(OC)[S@+]([CH2-])C,1.0,[C:1](=[C:2](\[C:3](=[O:4])[O:5][C@:6]([H:10])([H:11])[H:12])[H:9])(\[H:7])[H:8].[S:13]([C@:14]([H:16])([H:17])[H:18])[C@:15]([H:19])([H:20])[H:21],[C:1](=[C:2](\[C@@:3]([O:4][H:20])([O:5][C@:6]([H:10])([H:11])[H:12])[S@@+:13]([C@:14]([H:16])([H:17])[H:18])[C-:15]([H:19])[H:21])[H:9])(\[H:7])[H:8]
13,[C:1](=[C:2](\[C:3](=[O:4])[O:5][C@:6]([H:10])([H:11])[H:12])[H:9])(\[H:7])[H:8].[S:13]([C@:14]([H:16])([H:17])[H:18])[C@:15]([H:19])([H:20])[H:21]>>[C:1](=[C:2](\[C:3](=[O:4])[S:13][C@:15]([H:19])([H:20])[H:21])[H:9])(\[H:7])[H:8].[H:12][C:14]([H:16])([H:17])[H:18].[O:5]=[C:6]([H:10])[H:11],C=CC(=O)OC.CSC,C.C=CC(=O)SC.C=O,1.0,[C:1](=[C:2](\[C:3](=[O:4])[O:5][C@:6]([H:10])([H:11])[H:12])[H:9])(\[H:7])[H:8].[S:13]([C@:14]([H:16])([H:17])[H:18])[C@:15]([H:19])([H:20])[H:21],[C:1](=[C:2](\[C:3](=[O:4])[S:13][C@:15]([H:19])([H:20])[H:21])[H:9])(\[H:7])[H:8].[H:12][C:14]([H:16])([H:17])[H:18].[O:5]=[C:6]([H:10])[H:11]
14,[C:1](=[C:2](/[C:3](=[O:4])[O:5][C@:6]([H:10])([H:11])[H:12])[H:9])(\[H:7])[H:8].[S:13]([C@:14]([H:16])([H:17])[H:18])[C@:15]([H:19])([H:20])[H:21]>>[C:15]([H:17])([H:19])([H:20])[H:21].[C:1](=[C:2](/[C:3](=[O:4])[O:5][C@:6]([H:10])([H:11])[H:12])[H:9])(\[H:7])[H:8].[S:13]=[C:14]([H:16])[H:18],C=CC(=O)OC.CSC,C.C=CC(=O)OC.C=S,1.0,[C:1](=[C:2](/[C:3](=[O:4])[O:5][C@:6]([H:10])([H:11])[H:12])[H:9])(\[H:7])[H:8].[S:13]([C@:14]([H:16])([H:17])[H:18])[C@:15]([H:19])([H:20])[H:21],[C:15]([H:17])([H:19])([H:20])[H:21].[C:1](=[C:2](/[C:3](=[O:4])[O:5][C@:6]([H:10])([H:11])[H:12])[H:9])(\[H:7])[H:8].[S:13]=[C:14]([H:16])[H:18]
15,[C:1](=[C:2](/[C:3](=[O:4])[O:5][C@:6]([H:10])([H:11])[H:12])[H:9])(\[H:7])[H:8].[S:13]([C@:14]([H:16])([H:17])[H:18])[C@:15]([H:19])([H:20])[H:21]>>[C:1](=[C:2](\[C:3](=[O:4])[O:5][C@:6]([H:10])([H:11])[H:12])[H:9])(\[H:7])[S:13][C@:15]([H:19])([H:20])[H:21].[H:8][C:14]([H:16])([H:17])[H:18],C=CC(=O)OC.CSC,C.COC(=O)/C=C/SC,1.0,[C:1](=[C:2](/[C:3](=[O:4])[O:5][C@:6]([H:10])([H:11])[H:12])[H:9])(\[H:7])[H:8].[S:13]([C@:14]([H:16])([H:17])[H:18])[C@:15]([H:19])([H:20])[H:21],[C:1](=[C:2](\[C:3](=[O:4])[O:5][C@:6]([H:10])([H:11])[H:12])[H:9])(\[H:7])[S:13][C@:15]([H:19])([H:20])[H:21].[H:8][C:14]([H:16])([H:17])[H:18]
16,[C:1](=[C:2](\[C:3](=[O:4])[O:5][C@:6]([H:10])([H:11])[H:12])[H:9])(\[H:7])[H:8].[S:13]([C@:14]([H:16])([H:17])[H:18])[C@:15]([H:19])([H:20])[H:21]>>[C:1](=[C:2](\[C:3](=[O:4])[O:5][C@:6]([H:11])([H:12])[H:19])[H:9])(\[H:7])[H:8].[H:10][C:14]([H:16])([H:17])[H:18].[S:13]=[C:15]([H:20])[H:21],C=CC(=O)OC.CSC,C.C=CC(=O)OC.C=S,1.0,[C:1](=[C:2](\[C:3](=[O:4])[O:5][C@:6]([H:10])([H:11])[H:12])[H:9])(\[H:7])[H:8].[S:13]([C@:14]([H:16])([H:17])[H:18])[C@:15]([H:19])([H:20])[H:21],[C:1](=[C:2](\[C:3](=[O:4])[O:5][C@:6]([H:11])([H:12])[H:19])[H:9])(\[H:7])[H:8].[H:10][C:14]([H:16])([H:17])[H:18].[S:13]=[C:15]([H:20])[H:21]
17,[C:1](=[C:2](\[C:3](=[O:4])[O:5][C@:6]([H:10])([H:11])[H:12])[H:9])(\[H:7])[H:8].[S:13]([C@:14]([H:16])([H:17])[H:18])[C@:15]([H:19])([H:20])[H:21]>>[C:1](=[C:2](\[C:3](=[O:4])[O:5][C@:6]([H:10])([H:11])[H:19])[H:9])(\[H:7])[H:8].[H:12][C:14]([H:16])([H:17])[H:18].[S:13]=[C:15]([H:20])[H:21],C=CC(=O)OC.CSC,C.C=CC(=O)OC.C=S,1.0,[C:1](=[C:2](\[C:3](=[O:4])[O:5][C@:6]([H:10])([H:11])[H:12])[H:9])(\[H:7])[H:8].[S:13]([C@:14]([H:16])([H:17])[H:18])[C@:15]([H:19])([H:20])[H:21],[C:1](=[C:2](\[C:3](=[O:4])[O:5][C@:6]([H:10])([H:11])[H:19])[H:9])(\[H:7])[H:8].[H:12][C:14]([H:16])([H:17])[H:18].[S:13]=[C:15]([H:20])[H:21]
18,[C:1](=[C:2](\[C:3](=[O:4])[O:5][C@:6]([H:10])([H:11])[H:12])[H:9])(\[H:7])[H:8].[S:13]([C@:14]([H:16])([H:17])[H:18])[C@:15]([H:19])([H:20])[H:21]>>[C:1](=[C:2](\[C:3](=[O:4])[O:5][C@:6]([H:10])([H:11])[H:17])[H:9])(\[H:7])[H:8].[H:12][C:15]([H:19])([H:20])[H:21].[S:13]=[C:14]([H:16])[H:18],C=CC(=O)OC.CSC,C.C=CC(=O)OC.C=S,1.0,[C:1](=[C:2](\[C:3](=[O:4])[O:5][C@:6]([H:10])([H:11])[H:12])[H:9])(\[H:7])[H:8].[S:13]([C@:14]([H:16])([H:17])[H:18])[C@:15]([H:19])([H:20])[H:21],[C:1](=[C:2](\[C:3](=[O:4])[O:5][C@:6]([H:10])([H:11])[H:17])[H:9])(\[H:7])[H:8].[H:12][C:15]([H:19])([H:20])[H:21].[S:13]=[C:14]([H:16])[H:18]
19,[C:1](=[C:2](\[C:3](=[O:4])[O:5][C@:6]([H:10])([H:11])[H:12])[H:9])(\[H:7])[H:8].[S:13]([C@:14]([H:16])([H:17])[H:18])[C@:15]([H:19])([H:20])[H:21]>>[C:1](=[C:2]([C:3](=[O+:4]\[S:13][C@:14]([H:16])([H:17])[H:18])\[O:5][C-:6]([H:11])[H:12])/[H:9])(\[H:7])[H:8].[H:10][C:15]([H:19])([H:20])[H:21],C=CC(=O)OC.CSC,C.C=C/C(O[CH2-])=[O+]/SC,1.0,[C:1](=[C:2](\[C:3](=[O:4])[O:5][C@:6]([H:10])([H:11])[H:12])[H:9])(\[H:7])[H:8].[S:13]([C@:14]([H:16])([H:17])[H:18])[C@:15]([H:19])([H:20])[H:21],[C:1](=[C:2]([C:3](=[O+:4]\[S:13][C@:14]([H:16])([H:17])[H:18])\[O:5][C-:6]([H:11])[H:12])/[H:9])(\[H:7])[H:8].[H:10][C:15]([H:19])([H:20])[H:21]
20,[C:1](=[C:2](\[C:3](=[O:4])[O:5][C@:6]([H:10])([H:11])[H:12])[H:9])(\[H:7])[H:8].[S:13]([C@:14]([H:16])([H:17])[H:18])[C@:15]([H:19])([H:20])[H:21]>>[C:1](=[C:2]([C:3](=[O+:4]\[H:12])\[O:5][C-:6]([H:10])[H:11])/[H:9])(\[H:7])[H:8].[S:13]([C@:14]([H:16])([H:17])[H:18])[C@:15]([H:19])([H:20])[H:21],C=CC(=O)OC.CSC,CSC.[H]/[O+]=C(/C=C)O[CH2-],1.0,[C:1](=[C:2](\[C:3](=[O:4])[O:5][C@:6]([H:10])([H:11])[H:12])[H:9])(\[H:7])[H:8].[S:13]([C@:14]([H:16])([H:17])[H:18])[C@:15]([H:19])([H:20])[H:21],[C:1](=[C:2]([C:3](=[O+:4]\[H:12])\[O:5][C-:6]([H:10])[H:11])/[H:9])(\[H:7])[H:8].[S:13]([C@:14]([H:16])([H:17])[H:18])[C@:15]([H:19])([H:20])[H:21]
21,[C:1](=[C:2](\[C:3](=[O:4])[O:5][C@:6]([H:10])([H:11])[H:12])[H:9])(\[H:7])[H:8].[S:13]([C@:14]([H:16])([H:17])[H:18])[C@:15]([H:19])([H:20])[H:21]>>[C:1](=[C:2]([C:3](=[O+:4]/[H:11])\[O:5][C-:6]([H:10])[H:12])/[H:9])(\[H:7])[H:8].[S:13]([C@:14]([H:16])([H:17])[H:18])[C@:15]([H:19])([H:20])[H:21],C=CC(=O)OC.CSC,CSC.[H]/[O+]=C(\C=C)O[CH2-],1.0,[C:1](=[C:2](\[C:3](=[O:4])[O:5][C@:6]([H:10])([H:11])[H:12])[H:9])(\[H:7])[H:8].[S:13]([C@:14]([H:16])([H:17])[H:18])[C@:15]([H:19])([H:20])[H:21],[C:1](=[C:2]([C:3](=[O+:4]/[H:11])\[O:5][C-:6]([H:10])[H:12])/[H:9])(\[H:7])[H:8].[S:13]([C@:14]([H:16])([H:17])[H:18])[C@:15]([H:19])([H:20])[H:21]
22,[C:1](=[C:2](\[C:3](=[O:4])[O:5][C@:6]([H:10])([H:11])[H:12])[H:9])(\[H:7])[H:8].[S:13]([C@:14]([H:16])([H:17])[H:18])[C@:15]([H:19])([H:20])[H:21]>>[C:1](=[C:2](/[C:3](=[O:4])[O:5][C@:6]([H:10])([H:11])[H:12])[H:9])(\[H:8])[S:13][C@:14]([H:16])([H:17])[H:18].[H:7][C:15]([H:19])([H:20])[H:21],C=CC(=O)OC.CSC,C.COC(=O)/C=C\SC,1.0,[C:1](=[C:2](\[C:3](=[O:4])[O:5][C@:6]([H:10])([H:11])[H:12])[H:9])(\[H:7])[H:8].[S:13]([C@:14]([H:16])([H:17])[H:18])[C@:15]([H:19])([H:20])[H:21],[C:1](=[C:2](/[C:3](=[O:4])[O:5][C@:6]([H:10])([H:11])[H:12])[H:9])(\[H:8])[S:13][C@:14]([H:16])([H:17])[H:18].[H:7][C:15]([H:19])([H:20])[H:21]
23,[C:1](=[C:2](\[C:3](=[O:4])[O:5][C@:6]([H:10])([H:11])[H:12])[H:9])(\[H:7])[H:8].[S:13]([C@:14]([H:16])([H:17])[H:18])[C@:15]([H:19])([H:20])[H:21]>>[C:1](=[C:2](/[C:3](=[O:4])[O:5][C@:6]([H:10])([H:11])[H:12])[H:9])(\[H:7])[S:13][C@:14]([H:16])([H:17])[H:18].[H:8][C:15]([H:19])([H:20])[H:21],C=CC(=O)OC.CSC,C.COC(=O)/C=C\SC,1.0,[C:1](=[C:2](\[C:3](=[O:4])[O:5][C@:6]([H:10])([H:11])[H:12])[H:9])(\[H:7])[H:8].[S:13]([C@:14]([H:16])([H:17])[H:18])[C@:15]([H:19])([H:20])[H:21],[C:1](=[C:2](/[C:3](=[O:4])[O:5][C@:6]([H:10])([H:11])[H:12])[H:9])(\[H:7])[S:13][C@:14]([H:16])([H:17])[H:18].[H:8][C:15]([H:19])([H:20])[H:21]
24,[C:1](=[C:2](\[C:3](=[O:4])[O:5][C@:6]([H:10])([H:11])[H:12])[H:9])(\[H:7])[H:8].[S:13]([C@:14]([H:16])([H:17])[H:18])[C@:15]([H:19])([H:20])[H:21]>>[C:14]([H:16])([H:17])([H:18])[H:20].[C:1](=[C:2](\[C:3](=[O:4])[O:5][C@:6]([H:10])([H:11])[H:12])[H:9])(\[H:7])[H:8].[S:13]=[C:15]([H:19])[H:21],C=CC(=O)OC.CSC,C.C=CC(=O)OC.C=S,1.0,[C:1](=[C:2](\[C:3](=[O:4])[O:5][C@:6]([H:10])([H:11])[H:12])[H:9])(\[H:7])[H:8].[S:13]([C@:14]([H:16])([H:17])[H:18])[C@:15]([H:19])([H:20])[H:21],[C:14]([H:16])([H:17])([H:18])[H:20].[C:1](=[C:2](\[C:3](=[O:4])[O:5][C@:6]([H:10])([H:11])[H:12])[H:9])(\[H:7])[H:8].[S:13]=[C:15]([H:19])[H:21]
25,[C:1](=[C:2](\[C:3](=[O:4])[O:5][C@:6]([H:10])([H:11])[H:12])[H:9])(\[H:7])[H:8].[S:13]([C@:14]([H:16])([H:17])[H:18])[C@:15]([H:19])([H:20])[H:21]>>[C:14]([H:16])([H:17])([H:18])[H:19].[C:1](=[C:2](\[C:3](=[O:4])[O:5][C@:6]([H:10])([H:11])[H:12])[H:9])(\[H:7])[H:8].[S:13]=[C:15]([H:20])[H:21],C=CC(=O)OC.CSC,C.C=CC(=O)OC.C=S,1.0,[C:1](=[C:2](\[C:3](=[O:4])[O:5][C@:6]([H:10])([H:11])[H:12])[H:9])(\[H:7])[H:8].[S:13]([C@:14]([H:16])([H:17])[H:18])[C@:15]([H:19])([H:20])[H:21],[C:14]([H:16])([H:17])([H:18])[H:19].[C:1](=[C:2](\[C:3](=[O:4])[O:5][C@:6]([H:10])([H:11])[H:12])[H:9])(\[H:7])[H:8].[S:13]=[C:15]([H:20])[H:21]
26,[C:1](=[C:2](/[C:3](=[O:4])[O:5][C@:6]([H:10])([H:11])[H:12])[H:9])(\[H:7])[H:8].[S:13]([C@:14]([H:16])([H:17])[H:18])[C@:15]([H:19])([H:20])[H:21]>>[C@@:1]([C:2](=[C:3]=[O:4])[H:9])([H:7])([H:8])[S:13][C@:15]([H:19])([H:20])[H:21].[O:5]([C@:6]([H:10])([H:11])[H:12])[C@:14]([H:16])([H:17])[H:18],C=CC(=O)OC.CSC,COC.CSCC=C=O,1.0,[C:1](=[C:2](/[C:3](=[O:4])[O:5][C@:6]([H:10])([H:11])[H:12])[H:9])(\[H:7])[H:8].[S:13]([C@:14]([H:16])([H:17])[H:18])[C@:15]([H:19])([H:20])[H:21],[C@@:1]([C:2](=[C:3]=[O:4])[H:9])([H:7])([H:8])[S:13][C@:15]([H:19])([H:20])[H:21].[O:5]([C@:6]([H:10])([H:11])[H:12])[C@:14]([H:16])([H:17])[H:18]
27,[C:1](=[C:2](\[C:3](=[O:4])[O:5][C@:6]([H:10])([H:11])[H:12])[H:9])(\[H:7])[H:8].[S:13]([C@:14]([H:16])([H:17])[H:18])[C@:15]([H:19])([H:20])[H:21]>>[C:1](=[C:2](\[C:3](=[O:4])[O:5][C@:6]([H:11])([H:12])[S:13][C@:14]([H:16])([H:17])[H:18])[H:9])(\[H:7])[H:8].[H:10][C:15]([H:19])([H:20])[H:21],C=CC(=O)OC.CSC,C.C=CC(=O)OCSC,1.0,[C:1](=[C:2](\[C:3](=[O:4])[O:5][C@:6]([H:10])([H:11])[H:12])[H:9])(\[H:7])[H:8].[S:13]([C@:14]([H:16])([H:17])[H:18])[C@:15]([H:19])([H:20])[H:21],[C:1](=[C:2](\[C:3](=[O:4])[O:5][C@:6]([H:11])([H:12])[S:13][C@:14]([H:16])([H:17])[H:18])[H:9])(\[H:7])[H:8].[H:10][C:15]([H:19])([H:20])[H:21]
