,Reactions,Reactants_canonical,Products_canonical,counts,reactant_smiles_am,product_smiles_am
10,[C:13]([O:14][H:17])(=[O:15])[H:16].[C:1](=[C:2](\[C:3](=[O:4])[O:5][C@:6]([H:10])([H:11])[H:12])[H:9])(\[H:7])[H:8]>>[C@:1](/[C:2](=[C:3](/[O:4][H:17])[O:5][C@:6]([H:10])([H:11])[H:12])[H:9])([H:7])([H:8])[O:15][C:13](=[O:14])[H:16],C=CC(=O)OC.O=CO,CO/C(O)=C\COC=O,1.0,[C:13]([O:14][H:17])(=[O:15])[H:16].[C:1](=[C:2](\[C:3](=[O:4])[O:5][C@:6]([H:10])([H:11])[H:12])[H:9])(\[H:7])[H:8],[C@:1](/[C:2](=[C:3](/[O:4][H:17])[O:5][C@:6]([H:10])([H:11])[H:12])[H:9])([H:7])([H:8])[O:15][C:13](=[O:14])[H:16]
11,[C:13]([O:14][H:17])(=[O:15])[H:16].[C:1](=[C:2](\[C:3](=[O:4])[O:5][C@:6]([H:10])([H:11])[H:12])[H:9])(\[H:7])[H:8]>>[C:1](=[C:2](\[C@@:3]([O:4][H:16])([O:5][C@:6]([H:10])([H:11])[H:12])[C:13]([O:14][H:17])=[O:15])[H:9])(\[H:7])[H:8],C=CC(=O)OC.O=CO,C=C[C@@](O)(OC)C(=O)O,1.0,[C:13]([O:14][H:17])(=[O:15])[H:16].[C:1](=[C:2](\[C:3](=[O:4])[O:5][C@:6]([H:10])([H:11])[H:12])[H:9])(\[H:7])[H:8],[C:1](=[C:2](\[C@@:3]([O:4][H:16])([O:5][C@:6]([H:10])([H:11])[H:12])[C:13]([O:14][H:17])=[O:15])[H:9])(\[H:7])[H:8]
12,[C:13]([O:14][H:17])(=[O:15])[H:16].[C:1](=[C:2](\[C:3](=[O:4])[O:5][C@:6]([H:10])([H:11])[H:12])[H:9])(\[H:7])[H:8]>>[C:1](=[C:2](\[C@@:3]([O:4][H:17])([O:5][C@:6]([H:10])([H:11])[H:12])[O:15][C:13](=[O:14])[H:16])[H:9])(\[H:7])[H:8],C=CC(=O)OC.O=CO,C=C[C@@](O)(OC)OC=O,1.0,[C:13]([O:14][H:17])(=[O:15])[H:16].[C:1](=[C:2](\[C:3](=[O:4])[O:5][C@:6]([H:10])([H:11])[H:12])[H:9])(\[H:7])[H:8],[C:1](=[C:2](\[C@@:3]([O:4][H:17])([O:5][C@:6]([H:10])([H:11])[H:12])[O:15][C:13](=[O:14])[H:16])[H:9])(\[H:7])[H:8]
13,[C:13](=[O:14])([O:15][H:17])[H:16].[C:1](=[C:2](\[C:3](=[O:4])[O:5][C@:6]([H:10])([H:11])[H:12])[H:9])(\[H:7])[H:8]>>[C:1](=[C:2](\[C@:3]([O:4][H:17])([O:5][C@:6]([H:10])([H:11])[H:12])[O:15][C:13](=[O:14])[H:16])[H:9])(\[H:7])[H:8],C=CC(=O)OC.O=CO,C=C[C@](O)(OC)OC=O,1.0,[C:13](=[O:14])([O:15][H:17])[H:16].[C:1](=[C:2](\[C:3](=[O:4])[O:5][C@:6]([H:10])([H:11])[H:12])[H:9])(\[H:7])[H:8],[C:1](=[C:2](\[C@:3]([O:4][H:17])([O:5][C@:6]([H:10])([H:11])[H:12])[O:15][C:13](=[O:14])[H:16])[H:9])(\[H:7])[H:8]
14,[C:13]([O:14][H:17])(=[O:15])[H:16].[C:1](=[C:2](\[C:3](=[O:4])[O:5][C@:6]([H:10])([H:11])[H:12])[H:9])(\[H:7])[H:8]>>[C@:1]1([H:7])([H:8])[C@:2]([C:3](=[O:4])[O:5][C@:6]([H:10])([H:11])[H:12])([H:9])[O:15][C@@:13]1([O:14][H:17])[H:16],C=CC(=O)OC.O=CO,COC(=O)[C@@H]1C[C@@H](O)O1,1.0,[C:13]([O:14][H:17])(=[O:15])[H:16].[C:1](=[C:2](\[C:3](=[O:4])[O:5][C@:6]([H:10])([H:11])[H:12])[H:9])(\[H:7])[H:8],[C@:1]1([H:7])([H:8])[C@:2]([C:3](=[O:4])[O:5][C@:6]([H:10])([H:11])[H:12])([H:9])[O:15][C@@:13]1([O:14][H:17])[H:16]
15,[C:13]([O:14][H:17])(=[O:15])[H:16].[C:1](=[C:2](\[C:3](=[O:4])[O:5][C@:6]([H:10])([H:11])[H:12])[H:9])(\[H:7])[H:8]>>[C@@:1](/[C:2](=[C:3](/[O:4][H:16])[O:5][C@:6]([H:10])([H:11])[H:12])[H:9])([H:7])([H:8])[O:15]/[C-:13]=[O+:14]\[H:17],C=CC(=O)OC.O=CO,[H]/[O+]=[C-]\OC/C=C(/O)OC,1.0,[C:13]([O:14][H:17])(=[O:15])[H:16].[C:1](=[C:2](\[C:3](=[O:4])[O:5][C@:6]([H:10])([H:11])[H:12])[H:9])(\[H:7])[H:8],[C@@:1](/[C:2](=[C:3](/[O:4][H:16])[O:5][C@:6]([H:10])([H:11])[H:12])[H:9])([H:7])([H:8])[O:15]/[C-:13]=[O+:14]\[H:17]
16,[C:13]([O:14][H:17])(=[O:15])[H:16].[C:1](=[C:2](\[C:3](=[O:4])[O:5][C@:6]([H:10])([H:11])[H:12])[H:9])(\[H:7])[H:8]>>[C@@:1](/[C:2](=[C:3](/[O:4][H:17])[O:5][C@:6]([H:10])([H:11])[H:12])[H:9])([H:7])([H:8])[O:15][C:13](=[O:14])[H:16],C=CC(=O)OC.O=CO,CO/C(O)=C\COC=O,1.0,[C:13]([O:14][H:17])(=[O:15])[H:16].[C:1](=[C:2](\[C:3](=[O:4])[O:5][C@:6]([H:10])([H:11])[H:12])[H:9])(\[H:7])[H:8],[C@@:1](/[C:2](=[C:3](/[O:4][H:17])[O:5][C@:6]([H:10])([H:11])[H:12])[H:9])([H:7])([H:8])[O:15][C:13](=[O:14])[H:16]
17,[C:13]([O:14][H:17])(=[O:15])[H:16].[C:1](=[C:2](\[C:3](=[O:4])[O:5][C@:6]([H:10])([H:11])[H:12])[H:9])(\[H:7])[H:8]>>[C@@:1]([C@@:2]([C:3](=[O:4])[O:5][C@:6]([H:11])([H:12])[O:14][H:17])([H:9])[C:13](=[O:15])[H:16])([H:7])([H:8])[H:10],C=CC(=O)OC.O=CO,C[C@@H](C=O)C(=O)OCO,1.0,[C:13]([O:14][H:17])(=[O:15])[H:16].[C:1](=[C:2](\[C:3](=[O:4])[O:5][C@:6]([H:10])([H:11])[H:12])[H:9])(\[H:7])[H:8],[C@@:1]([C@@:2]([C:3](=[O:4])[O:5][C@:6]([H:11])([H:12])[O:14][H:17])([H:9])[C:13](=[O:15])[H:16])([H:7])([H:8])[H:10]
18,[C:13]([O:14][H:17])(=[O:15])[H:16].[C:1](=[C:2](\[C:3](=[O:4])[O:5][C@:6]([H:10])([H:11])[H:12])[H:9])(\[H:7])[H:8]>>[C@@:1]([C@@:2]([C:3](=[O:4])[O:5][C@@:6]([H:10])([H:12])[H:16])([H:9])[C:13]([O:14][H:17])=[O:15])([H:7])([H:8])[H:11],C=CC(=O)OC.O=CO,COC(=O)[C@@H](C)C(=O)O,1.0,[C:13]([O:14][H:17])(=[O:15])[H:16].[C:1](=[C:2](\[C:3](=[O:4])[O:5][C@:6]([H:10])([H:11])[H:12])[H:9])(\[H:7])[H:8],[C@@:1]([C@@:2]([C:3](=[O:4])[O:5][C@@:6]([H:10])([H:12])[H:16])([H:9])[C:13]([O:14][H:17])=[O:15])([H:7])([H:8])[H:11]
19,[C:13]([O:14][H:17])(=[O:15])[H:16].[C:1](=[C:2](\[C:3](=[O:4])[O:5][C@:6]([H:7])([H:10])[H:11])[H:9])(\[H:8])[H:12]>>[C@@:1]([C@:2]1([H:9])[C:3](=[O:4])[O:5][C@@:6]([H:10])([H:11])[O:15][C@@:13]1([O:14][H:17])[H:16])([H:7])([H:8])[H:12],C=CC(=O)OC.O=CO,C[C@@H]1C(=O)OCO[C@@H]1O,1.0,[C:13]([O:14][H:17])(=[O:15])[H:16].[C:1](=[C:2](\[C:3](=[O:4])[O:5][C@:6]([H:7])([H:10])[H:11])[H:9])(\[H:8])[H:12],[C@@:1]([C@:2]1([H:9])[C:3](=[O:4])[O:5][C@@:6]([H:10])([H:11])[O:15][C@@:13]1([O:14][H:17])[H:16])([H:7])([H:8])[H:12]
20,[C:13]([O:14][H:17])(=[O:15])[H:16].[C:1](=[C:2](\[C:3](=[O:4])[O:5][C@:6]([H:10])([H:11])[H:12])[H:9])(\[H:7])[H:8]>>[C@:1]([C@@:2]([C:3](=[O:4])[O:5][C@:6]([H:10])([H:11])[H:12])([H:9])[O:15][C:13](=[O:14])[H:16])([H:7])([H:8])[H:17],C=CC(=O)OC.O=CO,COC(=O)[C@@H](C)OC=O,1.0,[C:13]([O:14][H:17])(=[O:15])[H:16].[C:1](=[C:2](\[C:3](=[O:4])[O:5][C@:6]([H:10])([H:11])[H:12])[H:9])(\[H:7])[H:8],[C@:1]([C@@:2]([C:3](=[O:4])[O:5][C@:6]([H:10])([H:11])[H:12])([H:9])[O:15][C:13](=[O:14])[H:16])([H:7])([H:8])[H:17]
21,[C:13]([O:14][H:17])(=[O:15])[H:16].[C:1](=[C:2](\[C:3](=[O:4])[O:5][C@:6]([H:10])([H:11])[H:12])[H:9])(\[H:7])[H:8]>>[C:13]([O:14][H:17])(=[O:15])[H:16].[C:1](=[C:2](\[C:3](=[O:4])[O:5][C@@:6]([H:7])([H:10])[H:12])[H:9])(\[H:8])[H:11],C=CC(=O)OC.O=CO,C=CC(=O)OC.O=CO,1.0,[C:13]([O:14][H:17])(=[O:15])[H:16].[C:1](=[C:2](\[C:3](=[O:4])[O:5][C@:6]([H:10])([H:11])[H:12])[H:9])(\[H:7])[H:8],[C:13]([O:14][H:17])(=[O:15])[H:16].[C:1](=[C:2](\[C:3](=[O:4])[O:5][C@@:6]([H:7])([H:10])[H:12])[H:9])(\[H:8])[H:11]
22,[C:13](=[O:14])([O:15][H:17])[H:16].[C:1](=[C:2](\[C:3](=[O:4])[O:5][C@:6]([H:10])([H:11])[H:12])[H:9])(\[H:7])[H:8]>>[C:1](=[C:2](\[C@@:3]([O:4][H:17])([O:5][C@:6]([H:10])([H:11])[H:12])[O:15][C:13](=[O:14])[H:16])[H:9])(\[H:7])[H:8],C=CC(=O)OC.O=CO,C=C[C@@](O)(OC)OC=O,1.0,[C:13](=[O:14])([O:15][H:17])[H:16].[C:1](=[C:2](\[C:3](=[O:4])[O:5][C@:6]([H:10])([H:11])[H:12])[H:9])(\[H:7])[H:8],[C:1](=[C:2](\[C@@:3]([O:4][H:17])([O:5][C@:6]([H:10])([H:11])[H:12])[O:15][C:13](=[O:14])[H:16])[H:9])(\[H:7])[H:8]
23,[C:13]([O:14][H:17])(=[O:15])[H:16].[C:1](=[C:2](\[C:3](=[O:4])[O:5][C@:6]([H:10])([H:11])[H:12])[H:9])(\[H:7])[H:8]>>[C:13]([O:14][H:17])(=[O:15])[H:16].[C:1](=[C:2](\[C:3](=[O:4])[O:5][C@:6]([H:7])([H:10])[H:11])[H:9])(\[H:8])[H:12],C=CC(=O)OC.O=CO,C=CC(=O)OC.O=CO,1.0,[C:13]([O:14][H:17])(=[O:15])[H:16].[C:1](=[C:2](\[C:3](=[O:4])[O:5][C@:6]([H:10])([H:11])[H:12])[H:9])(\[H:7])[H:8],[C:13]([O:14][H:17])(=[O:15])[H:16].[C:1](=[C:2](\[C:3](=[O:4])[O:5][C@:6]([H:7])([H:10])[H:11])[H:9])(\[H:8])[H:12]
24,[C:13]([O:14][H:17])(=[O:15])[H:16].[C:1](=[C:2](\[C:3](=[O:4])[O:5][C@:6]([H:10])([H:11])[H:12])[H:9])(\[H:7])[H:8]>>[C:13]([O:14][H:17])(=[O:15])[H:16].[C:1](=[C:2](/[C:3](=[O:4])[O:5][C@:6]([H:8])([H:10])[H:11])[H:9])(\[H:7])[H:12],C=CC(=O)OC.O=CO,C=CC(=O)OC.O=CO,1.0,[C:13]([O:14][H:17])(=[O:15])[H:16].[C:1](=[C:2](\[C:3](=[O:4])[O:5][C@:6]([H:10])([H:11])[H:12])[H:9])(\[H:7])[H:8],[C:13]([O:14][H:17])(=[O:15])[H:16].[C:1](=[C:2](/[C:3](=[O:4])[O:5][C@:6]([H:8])([H:10])[H:11])[H:9])(\[H:7])[H:12]
25,[C:13]([O:14][H:17])(=[O:15])[H:16].[C:1](=[C:2](\[C:3](=[O:4])[O:5][C@:6]([H:10])([H:11])[H:12])[H:9])(\[H:7])[H:8]>>[C:13]([O-:14])(=[O:15])[H:16].[C:1](=[C:2]([C:3](=[O+:4]/[H:17])\[O:5][C@:6]([H:10])([H:11])[H:12])/[H:9])(\[H:7])[H:8],C=CC(=O)OC.O=CO,O=C[O-].[H]/[O+]=C(\C=C)OC,1.0,[C:13]([O:14][H:17])(=[O:15])[H:16].[C:1](=[C:2](\[C:3](=[O:4])[O:5][C@:6]([H:10])([H:11])[H:12])[H:9])(\[H:7])[H:8],[C:13]([O-:14])(=[O:15])[H:16].[C:1](=[C:2]([C:3](=[O+:4]/[H:17])\[O:5][C@:6]([H:10])([H:11])[H:12])/[H:9])(\[H:7])[H:8]
26,[C:13]([O:14][H:17])(=[O:15])[H:16].[C:1](=[C:2](\[C:3](=[O:4])[O:5][C@:6]([H:10])([H:11])[H:12])[H:9])(\[H:7])[H:8]>>[C:13](=[O:14])=[O:15].[C@:1](/[C:2](=[C:3](\[O:4][H:17])[O:5][C@:6]([H:10])([H:11])[H:12])[H:9])([H:7])([H:8])[H:16],C=CC(=O)OC.O=CO,C/C=C(\O)OC.O=C=O,1.0,[C:13]([O:14][H:17])(=[O:15])[H:16].[C:1](=[C:2](\[C:3](=[O:4])[O:5][C@:6]([H:10])([H:11])[H:12])[H:9])(\[H:7])[H:8],[C:13](=[O:14])=[O:15].[C@:1](/[C:2](=[C:3](\[O:4][H:17])[O:5][C@:6]([H:10])([H:11])[H:12])[H:9])([H:7])([H:8])[H:16]
27,[C:13]([O:14][H:17])(=[O:15])[H:16].[C:1](=[C:2](\[C:3](=[O:4])[O:5][C@:6]([H:10])([H:11])[H:12])[H:9])(\[H:7])[H:8]>>[C:13](=[O:14])=[O:15].[C@:1](/[C:2](=[C:3](/[O:4][H:17])[O:5][C@:6]([H:10])([H:11])[H:12])[H:9])([H:7])([H:8])[H:16],C=CC(=O)OC.O=CO,C/C=C(/O)OC.O=C=O,1.0,[C:13]([O:14][H:17])(=[O:15])[H:16].[C:1](=[C:2](\[C:3](=[O:4])[O:5][C@:6]([H:10])([H:11])[H:12])[H:9])(\[H:7])[H:8],[C:13](=[O:14])=[O:15].[C@:1](/[C:2](=[C:3](/[O:4][H:17])[O:5][C@:6]([H:10])([H:11])[H:12])[H:9])([H:7])([H:8])[H:16]
28,[C:13]([O:14][H:17])(=[O:15])[H:16].[C:1](=[C:2](\[C:3](=[O:4])[O:5][C@:6]([H:10])([H:11])[H:12])[H:9])(\[H:7])[H:8]>>[C:13](=[O:14])=[O:15].[C:1](=[C:2](\[C@:3]([O:4][H:17])([O:5][C@:6]([H:10])([H:11])[H:12])[H:16])[H:9])(\[H:7])[H:8],C=CC(=O)OC.O=CO,C=C[C@H](O)OC.O=C=O,1.0,[C:13]([O:14][H:17])(=[O:15])[H:16].[C:1](=[C:2](\[C:3](=[O:4])[O:5][C@:6]([H:10])([H:11])[H:12])[H:9])(\[H:7])[H:8],[C:13](=[O:14])=[O:15].[C:1](=[C:2](\[C@:3]([O:4][H:17])([O:5][C@:6]([H:10])([H:11])[H:12])[H:16])[H:9])(\[H:7])[H:8]
29,[C:13]([O:14][H:17])(=[O:15])[H:16].[C:1](=[C:2](\[C:3](=[O:4])[O:5][C@:6]([H:10])([H:11])[H:12])[H:9])(\[H:7])[H:8]>>[C-:13]([O-:14])=[O:15].[C:1](=[C:2]([C:3](=[O+:4]/[H:17])\[O:5][C@:6]([H:10])([H:11])[H:12])/[H:9])(\[H:7])[H:8].[H+:16],C=CC(=O)OC.O=CO,O=[C-][O-].[H+].[H]/[O+]=C(\C=C)OC,1.0,[C:13]([O:14][H:17])(=[O:15])[H:16].[C:1](=[C:2](\[C:3](=[O:4])[O:5][C@:6]([H:10])([H:11])[H:12])[H:9])(\[H:7])[H:8],[C-:13]([O-:14])=[O:15].[C:1](=[C:2]([C:3](=[O+:4]/[H:17])\[O:5][C@:6]([H:10])([H:11])[H:12])/[H:9])(\[H:7])[H:8].[H+:16]
30,[C:13]([O:14][H:17])(=[O:15])[H:16].[C:1](=[C:2](/[C:3](=[O:4])[O:5][C@:6]([H:8])([H:10])[H:11])[H:9])(\[H:7])[H:12]>>[C:13]([O:14][H:17])(=[O:15])[H:16].[C@:1](/[C:2](=[C:3]([O-:4])/[O+:5]=[C:6](/[H:10])[H:11])[H:9])([H:7])([H:8])[H:12],C=CC(=O)OC.O=CO,C=[O+]/C([O-])=C/C.O=CO,1.0,[C:13]([O:14][H:17])(=[O:15])[H:16].[C:1](=[C:2](/[C:3](=[O:4])[O:5][C@:6]([H:8])([H:10])[H:11])[H:9])(\[H:7])[H:12],[C:13]([O:14][H:17])(=[O:15])[H:16].[C@:1](/[C:2](=[C:3]([O-:4])/[O+:5]=[C:6](/[H:10])[H:11])[H:9])([H:7])([H:8])[H:12]
31,[C:13]([O:14][H:17])(=[O:15])[H:16].[C:1](=[C:2](/[C:3](=[O:4])[O:5][C@:6]([H:10])([H:11])[H:12])[H:9])(\[H:7])[H:8]>>[C:1](=[C:2](/[C@@:3]([O:4][H:17])([O:5][C@:6]([H:10])([H:11])[H:12])[O:14][C:13](=[O:15])[H:16])[H:9])(\[H:7])[H:8],C=CC(=O)OC.O=CO,C=C[C@@](O)(OC)OC=O,1.0,[C:13]([O:14][H:17])(=[O:15])[H:16].[C:1](=[C:2](/[C:3](=[O:4])[O:5][C@:6]([H:10])([H:11])[H:12])[H:9])(\[H:7])[H:8],[C:1](=[C:2](/[C@@:3]([O:4][H:17])([O:5][C@:6]([H:10])([H:11])[H:12])[O:14][C:13](=[O:15])[H:16])[H:9])(\[H:7])[H:8]
32,[C:13]([O:14][H:17])(=[O:15])[H:16].[C:1](=[C:2](/[C:3](=[O:4])[O:5][C@:6]([H:10])([H:11])[H:12])[H:9])(\[H:7])[H:8]>>[C:1](=[C:2](/[C@:3]([O:4][H:17])([O:5][C@:6]([H:10])([H:11])[H:12])[O:15][C:13](=[O:14])[H:16])[H:9])(\[H:7])[H:8],C=CC(=O)OC.O=CO,C=C[C@](O)(OC)OC=O,1.0,[C:13]([O:14][H:17])(=[O:15])[H:16].[C:1](=[C:2](/[C:3](=[O:4])[O:5][C@:6]([H:10])([H:11])[H:12])[H:9])(\[H:7])[H:8],[C:1](=[C:2](/[C@:3]([O:4][H:17])([O:5][C@:6]([H:10])([H:11])[H:12])[O:15][C:13](=[O:14])[H:16])[H:9])(\[H:7])[H:8]
33,[C:13]([O:14][H:17])(=[O:15])[H:16].[C:1](=[C:2](/[C:3](=[O:4])[O:5][C@:6]([H:10])([H:11])[H:12])[H:9])(\[H:7])[H:8]>>[C:13]([O:14][H:17])(=[O:15])[H:16].[C@@:1](/[C:2](=[C:3]([O-:4])/[O+:5]=[C:6](/[H:10])[H:11])[H:9])([H:7])([H:8])[H:12],C=CC(=O)OC.O=CO,C=[O+]/C([O-])=C/C.O=CO,1.0,[C:13]([O:14][H:17])(=[O:15])[H:16].[C:1](=[C:2](/[C:3](=[O:4])[O:5][C@:6]([H:10])([H:11])[H:12])[H:9])(\[H:7])[H:8],[C:13]([O:14][H:17])(=[O:15])[H:16].[C@@:1](/[C:2](=[C:3]([O-:4])/[O+:5]=[C:6](/[H:10])[H:11])[H:9])([H:7])([H:8])[H:12]
